,insectno,waveform,dur,tbf,labels,probes
7336,a92,G,6.39,16199.46,,
7337,a92,Z,21.06,16220.52,,
7338,a92,P,5.16,16225.68,,
7339,a92,G,12.54,16238.22,,
7340,a92,P,2.19,16240.41,,
7341,a92,B2,2.46,16242.87,,
7342,a92,P,56.19,16299.06,,
7343,a92,C,9.18,16308.24,,
7344,a92,B,2.58,16310.82,,
7345,a92,C,5.37,16316.19,,
7346,a92,F2,2.79,16318.98,,
7347,a92,B,4.56,16323.54,,
7348,a92,C,1.62,16325.16,,
7349,a92,B,1.71,16326.87,,
7350,a92,C,0.87,16327.74,,
7351,a92,B,16.26,16344.0,,
7352,a92,C,3.72,16347.72,,
7353,a92,F2,0.96,16348.68,,
7354,a92,B,1.95,16350.63,,
7355,a92,C,20.55,16371.18,,
7356,a92,D,17.94,16389.12,,
7357,a92,C,6.42,16395.54,,
7358,a92,D,20.7,16416.24,,
7359,a92,C,1.71,16417.95,,
7360,a92,DG,26.85,16444.8,,
7361,a92,C,3.87,16448.67,,
7362,a92,DG,9.81,16458.48,,
7363,a92,C,2.43,16460.91,,
7364,a92,D,6.84,16467.75,,
7365,a92,C,2.25,16470.0,,
7366,a92,DG,3.84,16473.84,,
7367,a92,B,0.6,16474.44,,
7368,a92,F2,0.75,16475.19,,
7369,a92,B,7.83,16483.02,,
7370,a92,P,29.07,16512.09,,
7371,a92,G,4.59,16516.68,,
7372,a92,P,59.22,16575.9,,
7373,a92,Z,217.53,16793.43,,
7374,a92,P,6.36,16799.79,,
7375,a92,G,65.31,16865.1,,
7376,a92,Z,1723.47,18588.57,,
7377,a92,P,13.5,18602.07,,
7378,a92,G,7.44,18609.51,,
7379,a92,P,5.22,18614.73,,
7380,a92,G,1.56,18616.29,,
7381,a92,P,24.09,18640.38,,
7382,a92,G,1.62,18642.0,,
7383,a92,Z,52.17,18694.17,,
7384,a92,P,14.25,18708.42,,
7385,a92,G,6.63,18715.05,,
7386,a92,P,19.2,18734.25,,
7387,a92,B2,3.33,18737.58,,
7388,a92,G,0.69,18738.27,,
7389,a92,P,20.37,18758.64,,
7390,a92,C,7.26,18765.9,,
7391,a92,D,14.94,18780.84,,
7392,a92,F1,18.3,18799.14,,
7393,a92,F2,4.26,18803.4,,
7394,a92,B,4.26,18807.66,,
7395,a92,C,14.91,18822.57,,
7396,a92,D,70.77,18893.34,,
7397,a92,F2,3.24,18896.58,,
7398,a92,B,9.21,18905.79,,
7399,a92,C,9.69,18915.48,,
7400,a92,DG,92.52,19008.0,,
7401,a92,F2,2.37,19010.37,,
7402,a92,B,2.76,19013.13,,
7403,a92,C,4.41,19017.54,,
7404,a92,DG,71.01,19088.55,,
7405,a92,F2,3.24,19091.79,,
7406,a92,B,3.18,19094.97,,
7407,a92,DG,99.81,19194.78,,
7408,a92,F2,3.87,19198.65,,
7409,a92,DG,39.33,19237.98,,
7410,a92,F2,2.88,19240.86,,
7411,a92,DG,721.98,19962.84,,
7412,a92,C,11.85,19974.69,,
7413,a92,DG,81.84,20056.53,,
7414,a92,F2,2.46,20058.99,,
7415,a92,B,2.55,20061.54,,
7416,a92,C,5.22,20066.76,,
7417,a92,DG,333.93,20400.69,,
7418,a92,C,3.63,20404.32,,
7419,a92,DG,99.18,20503.5,,
7420,a92,F2,4.5,20508.0,,
7421,a92,DG,34.35,20542.35,,
7422,a92,G,257.76,20800.11,,
7423,a92,DG,96.0,20896.11,,
7424,a92,C,2.13,20898.24,,
7425,a92,DG,179.13,21077.37,,
7426,a92,G,190.23,21267.6,,
7427,a92,DG,52.56,21320.16,,
7428,a92,F2,3.12,21323.28,,
7429,a92,DG,57.12,21380.4,,
7430,a92,G,75.36,21455.76,,
7431,a92,F2,4.02,21459.78,,
7432,a92,DG,84.87,21544.65,,
7433,a92,F2,1.41,21546.06,,
7434,a92,G,17.28,21563.34,,
7435,a92,P,146.01,21709.35,,
7436,a92,G,1188.03,22897.38,,
7437,a92,P,103.38,23000.76,,
7438,a92,Z,143.82,23144.58,,
7439,a92,P,14.52,23159.1,,
7440,a92,G,74.04,23233.14,,
7441,a92,P,3.06,23236.2,,
7442,a92,Z,192.3,23428.5,,
7443,a92,P,23.55,23452.05,,
7444,a92,G,114.06,23566.11,,
7445,a92,DG,16.41,23582.52,,
7446,a92,Z,587.22,24169.74,,
7447,a92,P,5.07,24174.81,,
7448,a92,G,64.23,24239.04,,
7449,a92,Z,342.06,24581.1,,
7450,a92,P,10.56,24591.66,,
7451,a92,G,56.01,24647.67,,
7452,a92,Z,781.83,25429.5,,
7453,a92,P,9.63,25439.13,,
7454,a92,G,70.23,25509.36,,
7455,a92,Z,122.94,25632.3,,
7456,a92,P,14.28,25646.58,,
7457,a92,G,14.91,25661.49,,
7458,a92,Z,19.89,25681.38,,
7459,a92,P,18.69,25700.07,,
7460,a92,G,23.04,25723.11,,
7461,a92,P,2.4,25725.51,,
7462,a92,B2,4.11,25729.62,,
7463,a92,P,29.76,25759.38,,
7464,a92,G,943.14,26702.52,,
7465,a92,DG,262.44,26964.96,,
7466,a92,G,30.48,26995.44,,
7467,a92,DG,600.48,27595.92,,
7468,a92,G,1666.08,29262.0,,
7469,a92,DG,213.6,29475.6,,
7470,a92,G,1774.5,31250.1,,
7471,a92,Z,95.07,31345.17,,
7472,a92,P,22.41,31367.58,,
7473,a92,C,10.74,31378.32,,
7474,a92,D,52.71,31431.03,,
7475,a92,B,5.82,31436.85,,
7476,a92,C,3.3,31440.15,,
7477,a92,D,69.15,31509.3,,
7478,a92,F2,1.68,31510.98,,
7479,a92,B,5.16,31516.14,,
7480,a92,C,1.08,31517.22,,
7481,a92,B,1.83,31519.05,,
7482,a92,C,1.38,31520.43,,
7483,a92,D,25.2,31545.63,,
7484,a92,F2,2.34,31547.97,,
7485,a92,B,1.56,31549.53,,
7486,a92,C,4.77,31554.3,,
7487,a92,D,119.13,31673.43,,
7488,a92,F2,1.77,31675.2,,
7489,a92,B,3.39,31678.59,,
7490,a92,C,2.04,31680.63,,
7491,a92,DG,151.17,31831.8,,
7492,a92,F2,2.52,31834.32,,
7493,a92,B,3.75,31838.07,,
7494,a92,DG,297.06,32135.13,,
7495,a92,F2,2.16,32137.29,,
7496,a92,B,4.71,32142.0,,
7497,a92,D,642.45,32784.45,,
7498,a92,F2,3.12,32787.57,,
7499,a92,B,3.33,32790.9,,
7500,a92,D,436.86,33227.76,,
7501,a92,F2,3.12,33230.88,,
7502,a92,B,4.32,33235.2,,
7503,a92,D,546.9,33782.1,,
7504,a92,F2,3.24,33785.34,,
7505,a92,B,3.78,33789.12,,
7506,a92,D,94.56,33883.68,,
7507,a92,DG,829.89,34713.57,,
7508,a92,CG,3.3,34716.87,,
7509,a92,DG,104.58,34821.45,,
7510,a92,F2,1.92,34823.37,,
7511,a92,DG,146.82,34970.19,,
7512,a92,F2,4.41,34974.6,,
7513,a92,DG,447.0,35421.6,,
7514,a92,F2,3.57,35425.17,,
7515,a92,DG,574.83,36000.0,,
7516,a17,N,36000.0,36000.0,,
7517,b11,N,124.74,124.74,,
7518,b11,P,43.11,167.85,,
7519,b11,Z,7286.61,7454.46,,
7520,b11,P,236.67,7691.13,,
7521,b11,Z,11935.89,19627.02,,
7522,b11,P,19.59,19646.61,,
7523,b11,Z,6107.7,25754.31,,
7524,b11,P,49.53,25803.84,,
7525,b11,B2,5.16,25809.0,,
7526,b11,P,8.31,25817.31,,
7527,b11,C,9.69,25827.0,,
7528,b11,D,12.66,25839.66,,
7529,b11,C,7.98,25847.64,,
7530,b11,D,8.91,25856.55,,
7531,b11,C,4.56,25861.11,,
7532,b11,D,11.43,25872.54,,
7533,b11,B,0.6,25873.14,,
7534,b11,F2,2.64,25875.78,,
7535,b11,B,2.31,25878.09,,
7536,b11,C,2.73,25880.82,,
7537,b11,D,52.86,25933.68,,
7538,b11,C,5.94,25939.62,,
7539,b11,F2,2.55,25942.17,,
7540,b11,B,5.82,25947.99,,
7541,b11,FB,4.92,25952.91,,
7542,b11,B,24.33,25977.24,,
7543,b11,C,1.65,25978.89,,
7544,b11,B,2.22,25981.11,,
7545,b11,C,1.11,25982.22,,
7546,b11,B,2.19,25984.41,,
7547,b11,C,8.22,25992.63,,
7548,b11,B,0.78,25993.41,,
7549,b11,C,2.1,25995.51,,
7550,b11,B,2.19,25997.7,,
7551,b11,C,1.17,25998.87,,
7552,b11,B,7.47,26006.34,,
7553,b11,P,20.91,26027.25,,
7554,b11,FB,5.34,26032.59,,
7555,b11,Z,179.01,26211.6,,
7556,b11,P,28.32,26239.92,,
7557,b11,B2,6.6,26246.52,,
7558,b11,P,75.51,26322.03,,
7559,b11,C,4.65,26326.68,,
7560,b11,D,8.79,26335.47,,
7561,b11,C,1.74,26337.21,,
7562,b11,F2,3.12,26340.33,,
7563,b11,B,15.57,26355.9,,
7564,b11,C,1.86,26357.76,,
7565,b11,D,4.08,26361.84,,
7566,b11,F1,1.08,26362.92,,
7567,b11,F2,1.68,26364.6,,
7568,b11,B,6.72,26371.32,,
7569,b11,P,56.16,26427.48,,
7570,b11,B2,3.69,26431.17,,
7571,b11,P,19.77,26450.94,,
7572,b11,Z,7612.92,34063.86,,
7573,b11,P,51.39,34115.25,,
7574,b11,Z,1885.17,36000.42,,
7575,b12,N,432.9,432.9,,
7576,b12,P,21.21,454.11,,
7577,b12,B2,2.07,456.18,,
7578,b12,P,56.82,513.0,,
7579,b12,Z,3.69,516.69,,
7580,b12,P,17.97,534.66,,
7581,b12,Z,5.25,539.91,,
7582,b12,P,12.81,552.72,,
7583,b12,Z,56.25,608.97,,
7584,b12,P,15.06,624.03,,
7585,b12,C,7.26,631.29,,
7586,b12,D,15.69,646.98,,
7587,b12,F2,3.15,650.13,,
7588,b12,B,8.4,658.53,,
7589,b12,G,27.12,685.65,,
7590,b12,CG,2.01,687.66,,
7591,b12,DG,54.03,741.69,,
7592,b12,CG,1.11,742.8,,
7593,b12,DG,10.23,753.03,,
7594,b12,F2,3.87,756.9,,
7595,b12,B,6.24,763.14,,
7596,b12,C,1.95,765.09,,
7597,b12,DG,196.23,961.32,,
7598,b12,F2,3.75,965.07,,
7599,b12,B,3.06,968.13,,
7600,b12,F2,0.6,968.73,,
7601,b12,B,0.54,969.27,,
7602,b12,DG,20.16,989.43,,
7603,b12,D,0.09,989.52,,
7604,b12,C,2.25,991.77,,
7605,b12,D,128.88,1120.65,,
7606,b12,B,2.73,1123.38,,
7607,b12,C,0.69,1124.07,,
7608,b12,D,4.74,1128.81,,
7609,b12,C,0.78,1129.59,,
7610,b12,D,16.2,1145.79,,
7611,b12,F2,3.84,1149.63,,
7612,b12,F3,9.6,1159.23,,
7613,b12,F4,4.77,1164.0,,
7614,b12,B,2.43,1166.43,,
7615,b12,C,1.95,1168.38,,
7616,b12,D,1.59,1169.97,,
7617,b12,C,0.78,1170.75,,
7618,b12,D,6.81,1177.56,,
7619,b12,C,1.68,1179.24,,
7620,b12,D,0.87,1180.11,,
7621,b12,B,1.11,1181.22,,
7622,b12,C,1.68,1182.9,,
7623,b12,D,221.46,1404.36,,
7624,b12,P,0.66,1405.02,,
7625,b12,Z,624.51,2029.53,,
7626,b12,P,32.73,2062.26,,
7627,b12,C,3.42,2065.68,,
7628,b12,D,20.13,2085.81,,
7629,b12,F2,2.7,2088.51,,
7630,b12,B,7.05,2095.56,,
7631,b12,C,0.72,2096.28,,
7632,b12,D,3.48,2099.76,,
7633,b12,B,3.24,2103.0,,
7634,b12,F2,1.59,2104.59,,
7635,b12,B,10.56,2115.15,,
7636,b12,D,3.24,2118.39,,
7637,b12,B,5.82,2124.21,,
7638,b12,F2,2.43,2126.64,,
7639,b12,B,3.39,2130.03,,
7640,b12,F2,4.38,2134.41,,
7641,b12,B,2.1,2136.51,,
7642,b12,C,1.29,2137.8,,
7643,b12,D,1.47,2139.27,,
7644,b12,B,2.25,2141.52,,
7645,b12,D,4.77,2146.29,,
7646,b12,F2,2.34,2148.63,,
7647,b12,B,2.64,2151.27,,
7648,b12,C,2.73,2154.0,,
7649,b12,D,57.48,2211.48,,
7650,b12,B,3.63,2215.11,,
7651,b12,D,155.34,2370.45,,
7652,b12,F1,4.2,2374.65,,
7653,b12,F2,4.74,2379.39,,
7654,b12,F3,11.25,2390.64,,
7655,b12,F4,3.12,2393.76,,
7656,b12,B,4.32,2398.08,,
7657,b12,D,17.58,2415.66,,
7658,b12,P,2.16,2417.82,,
7659,b12,Z,2459.13,4876.95,,
7660,b12,P,27.24,4904.19,,
7661,b12,B2,4.17,4908.36,,
7662,b12,P,18.6,4926.96,,
7663,b12,G,32.85,4959.81,,
7664,b12,P,1.5,4961.31,,
7665,b12,Z,54.87,5016.18,,
7666,b12,P,24.57,5040.75,,
7667,b12,G,32.82,5073.57,,
7668,b12,Z,131.55,5205.12,,
7669,b12,P,35.76,5240.88,,
7670,b12,Z,375.51,5616.39,,
7671,b12,P,21.21,5637.6,,
7672,b12,B2,2.34,5639.94,,
7673,b12,P,13.86,5653.8,,
7674,b12,Z,63.63,5717.43,,
7675,b12,P,21.6,5739.03,,
7676,b12,B2,2.04,5741.07,,
7677,b12,P,21.6,5762.67,,
7678,b12,B2,3.96,5766.63,,
7679,b12,P,31.65,5798.28,,
7680,b12,C,5.25,5803.53,,
7681,b12,D,12.21,5815.74,,
7682,b12,B,1.98,5817.72,,
7683,b12,F2,3.87,5821.59,,
7684,b12,B,10.95,5832.54,,
7685,b12,C,3.42,5835.96,,
7686,b12,B,2.34,5838.3,,
7687,b12,C,3.27,5841.57,,
7688,b12,F2,2.46,5844.03,,
7689,b12,B,34.65,5878.68,,
7690,b12,C,2.97,5881.65,,
7691,b12,D,55.29,5936.94,,
7692,b12,F2,3.51,5940.45,,
7693,b12,B,5.1,5945.55,,
7694,b12,D,154.44,6099.99,,
7695,b12,C,2.61,6102.6,,
7696,b12,D,26.13,6128.73,,
7697,b12,P,3.15,6131.88,,
7698,b12,B,225.3,6357.18,,
7699,b12,P,18.06,6375.24,,
7700,b12,Z,20.25,6395.49,,
7701,b12,P,20.73,6416.22,,
7702,b12,B2,2.58,6418.8,,
7703,b12,P,20.28,6439.08,,
7704,b12,Z,11.91,6450.99,,
7705,b12,P,18.24,6469.23,,
7706,b12,Z,11.49,6480.72,,
7707,b12,P,21.9,6502.62,,
7708,b12,B2,4.41,6507.03,,
7709,b12,P,19.56,6526.59,,
7710,b12,Z,12.96,6539.55,,
7711,b12,B2,46.26,6585.81,,
7712,b12,P,5.1,6590.91,,
7713,b12,C,4.77,6595.68,,
7714,b12,D,13.47,6609.15,,
7715,b12,C,1.38,6610.53,,
7716,b12,B,1.5,6612.03,,
7717,b12,F2,4.02,6616.05,,
7718,b12,B,3.3,6619.35,,
7719,b12,C,1.53,6620.88,,
7720,b12,D,2.58,6623.46,,
7721,b12,F2,1.11,6624.57,,
7722,b12,B,5.07,6629.64,,
7723,b12,C,1.47,6631.11,,
7724,b12,D,63.6,6694.71,,
7725,b12,F1,6.9,6701.61,,
7726,b12,F2,3.54,6705.15,,
7727,b12,F3,9.12,6714.27,,
7728,b12,F4,3.36,6717.63,,
7729,b12,B,7.32,6724.95,,
7730,b12,P,53.94,6778.89,,
7731,b12,Z,36.69,6815.58,,
7732,b12,P,23.01,6838.59,,
7733,b12,C,2.01,6840.6,,
7734,b12,B,2.91,6843.51,,
7735,b12,C,2.1,6845.61,,
7736,b12,D,8.1,6853.71,,
7737,b12,C,0.78,6854.49,,
7738,b12,B,1.83,6856.32,,
7739,b12,C,1.65,6857.97,,
7740,b12,D,1.41,6859.38,,
7741,b12,F2,2.16,6861.54,,
7742,b12,B,5.82,6867.36,,
7743,b12,D,1.38,6868.74,,
7744,b12,F2,1.56,6870.3,,
7745,b12,B,6.0,6876.3,,
7746,b12,C,2.31,6878.61,,
7747,b12,D,1.02,6879.63,,
7748,b12,B,0.75,6880.38,,
7749,b12,D,61.26,6941.64,,
7750,b12,F2,4.56,6946.2,,
7751,b12,B,3.57,6949.77,,
7752,b12,C,1.2,6950.97,,
7753,b12,P,24.69,6975.66,,
7754,b12,B,9.96,6985.62,,
7755,b12,F2,2.46,6988.08,,
7756,b12,B,2.1,6990.18,,
7757,b12,D,0.99,6991.17,,
7758,b12,B,3.96,6995.13,,
7759,b12,C,1.32,6996.45,,
7760,b12,D,6.03,7002.48,,
7761,b12,F2,2.64,7005.12,,
7762,b12,B,2.55,7007.67,,
7763,b12,C,2.4,7010.07,,
7764,b12,B,3.66,7013.73,,
7765,b12,C,0.96,7014.69,,
7766,b12,D,3.51,7018.2,,
7767,b12,B,1.95,7020.15,,
7768,b12,F2,2.19,7022.34,,
7769,b12,B,16.89,7039.23,,
7770,b12,D,154.53,7193.76,,
7771,b12,F1,6.33,7200.09,,
7772,b12,F2,3.96,7204.05,,
7773,b12,F3,11.28,7215.33,,
7774,b12,F4,5.01,7220.34,,
7775,b12,P,2.0,7222.34,,
7776,b12,Z,2.13,7224.47,,
7777,b12,P,52.44,7276.91,,
7778,b12,Z,34.08,7310.99,,
7779,b12,P,38.55,7349.54,,
7780,b12,Z,175.56,7525.1,,
7781,b12,P,61.53,7586.63,,
7782,b12,Z,81.6,7668.23,,
7783,b12,P,43.68,7711.91,,
7784,b12,B2,2.88,7714.79,,
7785,b12,P,84.36,7799.15,,
7786,b12,Z,22.53,7821.68,,
7787,b12,P,24.69,7846.37,,
7788,b12,B2,2.16,7848.53,,
7789,b12,P,37.89,7886.42,,
7790,b12,Z,27.72,7914.14,,
7791,b12,P,102.24,8016.38,,
7792,b12,Z,40.26,8056.64,,
7793,b12,P,39.6,8096.24,,
7794,b12,Z,198.24,8294.48,,
7795,b12,P,17.67,8312.15,,
7796,b12,B2,2.82,8314.97,,
7797,b12,P,5.34,8320.31,,
7798,b12,C,5.46,8325.77,,
7799,b12,D,9.48,8335.25,,
7800,b12,B,2.31,8337.56,,
7801,b12,F2,5.85,8343.41,,
7802,b12,B,11.82,8355.23,,
7803,b12,D,1.53,8356.76,,
7804,b12,B,1.02,8357.78,,
7805,b12,C,0.75,8358.53,,
7806,b12,F2,0.96,8359.49,,
7807,b12,B,0.99,8360.48,,
7808,b12,D,2.46,8362.94,,
7809,b12,B,7.26,8370.2,,
7810,b12,D,6.42,8376.62,,
7811,b12,B,1.56,8378.18,,
7812,b12,D,10.47,8388.65,,
7813,b12,F2,2.19,8390.84,,
7814,b12,B,3.93,8394.77,,
7815,b12,P,7.47,8402.24,,
7816,b12,Z,20.37,8422.61,,
7817,b12,P,24.54,8447.15,,
7818,b12,C,0.84,8447.99,,
7819,b12,D,53.46,8501.45,,
7820,b12,F1,0.66,8502.11,,
7821,b12,F2,3.69,8505.8,,
7822,b12,B,3.75,8509.55,,
7823,b12,C,1.65,8511.2,,
7824,b12,D,42.72,8553.92,,
7825,b12,F1,8.07,8561.99,,
7826,b12,F2,4.86,8566.85,,
7827,b12,F3,14.7,8581.55,,
7828,b12,D,11.67,8593.22,,
7829,b12,B,2.01,8595.23,,
7830,b12,D,2.55,8597.78,,
7831,b12,B,0.9,8598.68,,
7832,b12,D,3.96,8602.64,,
7833,b12,F2,4.32,8606.96,,
7834,b12,B,2.01,8608.97,,
7835,b12,C,1.32,8610.29,,
7836,b12,B,1.08,8611.37,,
7837,b12,C,1.35,8612.72,,
7838,b12,D,6.54,8619.26,,
7839,b12,F1,0.24,8619.5,,
7840,b12,F2,2.76,8622.26,,
7841,b12,B,1.62,8623.88,,
7842,b12,C,0.72,8624.6,,
7843,b12,D,1.2,8625.8,,
7844,b12,B,0.48,8626.28,,
7845,b12,F2,1.95,8628.23,,
7846,b12,B,3.51,8631.74,,
7847,b12,C,0.66,8632.4,,
7848,b12,D,1.68,8634.08,,
7849,b12,C,0.9,8634.98,,
7850,b12,F2,1.8,8636.78,,
7851,b12,B,1.23,8638.01,,
7852,b12,C,0.45,8638.46,,
7853,b12,D,5.55,8644.01,,
7854,b12,F2,4.56,8648.57,,
7855,b12,B,4.86,8653.43,,
7856,b12,C,0.66,8654.09,,
7857,b12,D,2.49,8656.58,,
7858,b12,F2,1.92,8658.5,,
7859,b12,C,2.52,8661.02,,
7860,b12,D,3.96,8664.98,,
7861,b12,B,1.53,8666.51,,
7862,b12,F2,1.92,8668.43,,
7863,b12,B,5.46,8673.89,,
7864,b12,F2,0.84,8674.73,,
7865,b12,B,16.41,8691.14,,
7866,b12,C,0.78,8691.92,,
7867,b12,D,161.07,8852.99,,
7868,b12,F2,4.23,8857.22,,
7869,b12,B,7.83,8865.05,,
7870,b12,C,1.08,8866.13,,
7871,b12,D,75.36,8941.49,,
7872,b12,C,3.87,8945.36,,
7873,b12,D,94.05,9039.41,,
7874,b12,F2,3.39,9042.8,,
7875,b12,B,1.65,9044.45,,
7876,b12,C,0.63,9045.08,,
7877,b12,D,426.03,9471.11,,
7878,b12,F2,2.52,9473.63,,
7879,b12,B,4.86,9478.49,,
7880,b12,C,0.6,9479.09,,
7881,b12,D,0.93,9480.02,,
7882,b12,B,0.6,9480.62,,
7883,b12,C,1.05,9481.67,,
7884,b12,D,20.55,9502.22,,
7885,b12,FB,1.32,9503.54,,
7886,b12,C,0.69,9504.23,,
7887,b12,D,750.54,10254.77,,
7888,b12,F2,2.01,10256.78,,
7889,b12,B,1.77,10258.55,,
7890,b12,C,0.57,10259.12,,
7891,b12,D,360.33,10619.45,,
7892,b12,C,0.9,10620.35,,
7893,b12,D,712.32,11332.67,,
7894,b12,B,3.45,11336.12,,
7895,b12,C,0.54,11336.66,,
7896,b12,D,58.86,11395.52,,
7897,b12,C,1.41,11396.93,,
7898,b12,D,515.16,11912.09,,
7899,b12,C,1.02,11913.11,,
7900,b12,D,223.74,12136.85,,
7901,b12,B,0.39,12137.24,,
7902,b12,F2,1.59,12138.83,,
7903,b12,B,1.8,12140.63,,
7904,b12,D,721.71,12862.34,,
7905,b12,F2,1.35,12863.69,,
7906,b12,B,4.89,12868.58,,
7907,b12,C,1.53,12870.11,,
7908,b12,D,528.96,13399.07,,
7909,b12,P,6.9,13405.97,,
7910,b12,Z,5107.44,18513.41,,
7911,b12,P,27.9,18541.31,,
7912,b12,B2,3.27,18544.58,,
7913,b12,P,8.28,18552.86,,
7914,b12,G,17449.59,36002.45,,
7915,b13,N,228.84,228.84,,
7916,b13,P,28.23,257.07,,
7917,b13,B2,3.6,260.67,,
7918,b13,P,39.6,300.27,,
7919,b13,Z,13.65,313.92,,
7920,b13,P,21.69,335.61,,
7921,b13,B2,1.89,337.5,,
7922,b13,P,13.74,351.24,,
7923,b13,Z,11.04,362.28,,
7924,b13,P,45.12,407.4,,
7925,b13,B2,4.14,411.54,,
7926,b13,P,18.27,429.81,,
7927,b13,B2,4.44,434.25,,
7928,b13,P,5.67,439.92,,
7929,b13,C,2.37,442.29,,
7930,b13,D,132.66,574.95,,
7931,b13,F2,2.37,577.32,,
7932,b13,B,7.62,584.94,,
7933,b13,D,154.2,739.14,,
7934,b13,DG,51.15,790.29,,
7935,b13,P,3.48,793.77,,
7936,b13,Z,103.14,896.91,,
7937,b13,P,15.75,912.66,,
7938,b13,G,39.78,952.44,,
7939,b13,Z,3287.76,4240.2,,
7940,b13,P,16.44,4256.64,,
7941,b13,C,0.72,4257.36,,
7942,b13,B,2.01,4259.37,,
7943,b13,C,0.66,4260.03,,
7944,b13,B,5.31,4265.34,,
7945,b13,C,3.0,4268.34,,
7946,b13,D,26.82,4295.16,,
7947,b13,B,5.1,4300.26,,
7948,b13,C,1.89,4302.15,,
7949,b13,D,29.4,4331.55,,
7950,b13,F2,2.01,4333.56,,
7951,b13,B,1.14,4334.7,,
7952,b13,C,3.12,4337.82,,
7953,b13,B,6.93,4344.75,,
7954,b13,F2,1.29,4346.04,,
7955,b13,B,4.02,4350.06,,
7956,b13,D,23.46,4373.52,,
7957,b13,C,1.32,4374.84,,
7958,b13,D,116.52,4491.36,,
7959,b13,C,1.44,4492.8,,
7960,b13,D,9.45,4502.25,,
7961,b13,C,1.44,4503.69,,
7962,b13,P,1.17,4504.86,,
7963,b13,Z,1968.96,6473.82,,
7964,b13,P,21.78,6495.6,,
7965,b13,Z,5713.89,12209.49,,
7966,b13,P,36.18,12245.67,,
7967,b13,F2,3.27,12248.94,,
7968,b13,P,9.0,12257.94,,
7969,b13,C,5.13,12263.07,,
7970,b13,B,3.0,12266.07,,
7971,b13,D,5.37,12271.44,,
7972,b13,B,2.52,12273.96,,
7973,b13,C,0.78,12274.74,,
7974,b13,D,1.98,12276.72,,
7975,b13,B,3.09,12279.81,,
7976,b13,C,0.63,12280.44,,
7977,b13,B,1.26,12281.7,,
7978,b13,C,3.0,12284.7,,
7979,b13,D,8.97,12293.67,,
7980,b13,F2,2.61,12296.28,,
7981,b13,C,2.97,12299.25,,
7982,b13,D,7.2,12306.45,,
7983,b13,F2,1.44,12307.89,,
7984,b13,B,2.25,12310.14,,
7985,b13,C,2.04,12312.18,,
7986,b13,D,1.29,12313.47,,
7987,b13,B,5.67,12319.14,,
7988,b13,C,0.81,12319.95,,
7989,b13,D,2.19,12322.14,,
7990,b13,C,1.02,12323.16,,
7991,b13,B,20.7,12343.86,,
7992,b13,C,0.87,12344.73,,
7993,b13,D,48.42,12393.15,,
7994,b13,F1,1.02,12394.17,,
7995,b13,F2,3.06,12397.23,,
7996,b13,B,4.32,12401.55,,
7997,b13,C,0.72,12402.27,,
7998,b13,D,62.43,12464.7,,
7999,b13,F1,2.82,12467.52,,
8000,b13,F2,2.73,12470.25,,
8001,b13,B,3.9,12474.15,,
8002,b13,C,1.26,12475.41,,
8003,b13,D,24.69,12500.1,,
8004,b13,F1,5.97,12506.07,,
8005,b13,F2,1.68,12507.75,,
8006,b13,B,3.24,12510.99,,
8007,b13,C,0.84,12511.83,,
8008,b13,D,160.56,12672.39,,
8009,b13,P,40.74,12713.13,,
8010,b13,B2,2.19,12715.32,,
8011,b13,P,27.33,12742.65,,
8012,b13,B,4.5,12747.15,,
8013,b13,C,2.79,12749.94,,
8014,b13,B,4.53,12754.47,,
8015,b13,D,12.69,12767.16,,
8016,b13,C,1.47,12768.63,,
8017,b13,D,50.07,12818.7,,
8018,b13,G,154.68,12973.38,,
8019,b13,Z,21980.22,34953.6,,
8020,b13,P,41.4,34995.0,,
8021,b13,B2,4.26,34999.26,,
8022,b13,P,60.66,35059.92,,
8023,b13,Z,25.89,35085.81,,
8024,b13,P,38.64,35124.45,,
8025,b13,B2,2.37,35126.82,,
8026,b13,P,9.27,35136.09,,
8027,b13,C,4.8,35140.89,,
8028,b13,D,2.97,35143.86,,
8029,b13,B,2.13,35145.99,,
8030,b13,C,2.73,35148.72,,
8031,b13,D,3.06,35151.78,,
8032,b13,B,5.16,35156.94,,
8033,b13,C,3.21,35160.15,,
8034,b13,D,20.16,35180.31,,
8035,b13,F2,2.25,35182.56,,
8036,b13,B,11.76,35194.32,,
8037,b13,P,20.34,35214.66,,
8038,b13,C,5.58,35220.24,,
8039,b13,B,4.05,35224.29,,
8040,b13,F2,2.64,35226.93,,
8041,b13,C,5.22,35232.15,,
8042,b13,D,33.84,35265.99,,
8043,b13,F2,1.56,35267.55,,
8044,b13,FB,6.18,35273.73,,
8045,b13,C,1.92,35275.65,,
8046,b13,D,47.76,35323.41,,
8047,b13,F2,2.91,35326.32,,
8048,b13,FB,2.55,35328.87,,
8049,b13,C,1.02,35329.89,,
8050,b13,D,34.98,35364.87,,
8051,b13,F2,3.78,35368.65,,
8052,b13,B,2.4,35371.05,,
8053,b13,C,1.23,35372.28,,
8054,b13,D,39.0,35411.28,,
8055,b13,F2,5.19,35416.47,,
8056,b13,FB,2.46,35418.93,,
8057,b13,C,1.77,35420.7,,
8058,b13,D,48.36,35469.06,,
8059,b13,F2,5.31,35474.37,,
8060,b13,B,3.66,35478.03,,
