,insectno,waveform,dur,tbf,labels,probes
6608,a15,C,10.44,11434.98,,
6609,a15,D,95.82,11530.8,,
6610,a15,C,3.69,11534.49,,
6611,a15,P,1.32,11535.81,,
6612,a15,Z,1261.2,12797.01,,
6613,a15,P,10.77,12807.78,,
6614,a15,C,2.52,12810.3,,
6615,a15,P,19.44,12829.74,,
6616,a15,Z,296.79,13126.53,,
6617,a15,P,40.89,13167.42,,
6618,a15,C,6.12,13173.54,,
6619,a15,D,66.36,13239.9,,
6620,a15,F2,1.05,13240.95,,
6621,a15,B,11.16,13252.11,,
6622,a15,C,3.39,13255.5,,
6623,a15,D,22.5,13278.0,,
6624,a15,C,1.95,13279.95,,
6625,a15,D,28.74,13308.69,,
6626,a15,P,1.89,13310.58,,
6627,a15,Z,29.79,13340.37,,
6628,a15,P,62.19,13402.56,,
6629,a15,B2,1.95,13404.51,,
6630,a15,P,18.84,13423.35,,
6631,a15,C,3.66,13427.01,,
6632,a15,D,19.38,13446.39,,
6633,a15,C,4.59,13450.98,,
6634,a15,D,59.49,13510.47,,
6635,a15,B,3.3,13513.77,,
6636,a15,D,35.28,13549.05,,
6637,a15,C,2.88,13551.93,,
6638,a15,D,106.26,13658.19,,
6639,a15,F2,3.03,13661.22,,
6640,a15,B,8.64,13669.86,,
6641,a15,C,1.17,13671.03,,
6642,a15,B,1.11,13672.14,,
6643,a15,C,0.69,13672.83,,
6644,a15,D,1.68,13674.51,,
6645,a15,B,1.68,13676.19,,
6646,a15,C,2.64,13678.83,,
6647,a15,D,176.97,13855.8,,
6648,a15,C,2.76,13858.56,,
6649,a15,D,98.07,13956.63,,
6650,a15,F2,2.52,13959.15,,
6651,a15,B,2.13,13961.28,,
6652,a15,C,2.49,13963.77,,
6653,a15,B,4.62,13968.39,,
6654,a15,C,1.89,13970.28,,
6655,a15,D,346.41,14316.69,,
6656,a15,F2,3.48,14320.17,,
6657,a15,G,51.96,14372.13,,
6658,a15,Z,913.65,15285.78,,
6659,a15,P,59.52,15345.3,,
6660,a15,G,459.93,15805.23,,
6661,a15,Z,2706.54,18511.77,,
6662,a15,P,17.91,18529.68,,
6663,a15,B2,2.43,18532.11,,
6664,a15,P,30.6,18562.71,,
6665,a15,Z,3885.45,22448.16,,
6666,a15,P,21.81,22469.97,,
6667,a15,B2,3.48,22473.45,,
6668,a15,P,7.2,22480.65,,
6669,a15,G,133.08,22613.73,,
6670,a15,P,34.8,22648.53,,
6671,a15,G,327.36,22975.89,,
6672,a15,P,71.94,23047.83,,
6673,a15,Z,333.42,23381.25,,
6674,a15,P,7.77,23389.02,,
6675,a15,C,15.39,23404.41,,
6676,a15,D,25.29,23429.7,,
6677,a15,F2,3.15,23432.85,,
6678,a15,B,2.52,23435.37,,
6679,a15,C,9.36,23444.73,,
6680,a15,D,17.07,23461.8,,
6681,a15,F2,2.13,23463.93,,
6682,a15,B,2.43,23466.36,,
6683,a15,C,1.56,23467.92,,
6684,a15,B,1.8,23469.72,,
6685,a15,C,4.17,23473.89,,
6686,a15,D,17.79,23491.68,,
6687,a15,C,6.51,23498.19,,
6688,a15,D,8.7,23506.89,,
6689,a15,C,3.33,23510.22,,
6690,a15,D,58.2,23568.42,,
6691,a15,F1,0.6,23569.02,,
6692,a15,F2,3.0,23572.02,,
6693,a15,B,1.35,23573.37,,
6694,a15,C,1.71,23575.08,,
6695,a15,B,0.6,23575.68,,
6696,a15,D,2.76,23578.44,,
6697,a15,C,3.6,23582.04,,
6698,a15,D,6.87,23588.91,,
6699,a15,B,1.68,23590.59,,
6700,a15,C,1.71,23592.3,,
6701,a15,D,6.54,23598.84,,
6702,a15,C,4.56,23603.4,,
6703,a15,D,120.03,23723.43,,
6704,a15,C,1.29,23724.72,,
6705,a15,F2,1.17,23725.89,,
6706,a15,B,3.6,23729.49,,
6707,a15,C,4.29,23733.78,,
6708,a15,D,230.55,23964.33,,
6709,a15,F2,3.06,23967.39,,
6710,a15,B,2.01,23969.4,,
6711,a15,C,0.81,23970.21,,
6712,a15,B,6.51,23976.72,,
6713,a15,C,2.4,23979.12,,
6714,a15,D,26.04,24005.16,,
6715,a15,B,2.52,24007.68,,
6716,a15,D,12.0,24019.68,,
6717,a15,C,5.67,24025.35,,
6718,a15,D,50.13,24075.48,,
6719,a15,P,15.27,24090.75,,
6720,a15,Z,11975.7,36066.45,,
6721,a16,N,291.09,291.09,,
6722,a16,P,70.65,361.74,,
6723,a16,G,20.88,382.62,,
6724,a16,P,1.68,384.3,,
6725,a16,B2,2.91,387.21,,
6726,a16,P,75.42,462.63,,
6727,a16,B2,5.82,468.45,,
6728,a16,P,38.28,506.73,,
6729,a16,Z,203.52,710.25,,
6730,a16,P,32.85,743.1,,
6731,a16,B2,5.52,748.62,,
6732,a16,P,141.14,889.76,,
6733,a16,Z,3.33,893.09,,
6734,a16,P,19.53,912.62,,
6735,a16,B2,4.53,917.15,,
6736,a16,P,43.29,960.44,,
6737,a16,D,51.93,1012.37,,
6738,a16,C,59.05,1071.42,,
6739,a16,D,172.32,1243.74,,
6740,a16,F2,3.06,1246.8,,
6741,a16,B,3.21,1250.01,,
6742,a16,C,3.03,1253.04,,
6743,a16,D,2.73,1255.77,,
6744,a16,C,4.23,1260.0,,
6745,a16,DG,235.47,1495.47,,
6746,a16,G,350.79,1846.26,,
6747,a16,P,3.48,1849.74,,
6748,a16,Z,187.53,2037.27,,
6749,a16,P,32.85,2070.12,,
6750,a16,Z,19323.51,21393.63,,
6751,a16,P,31.02,21424.65,,
6752,a16,B2,6.87,21431.52,,
6753,a16,P,22.98,21454.5,,
6754,a16,Z,108.75,21563.25,,
6755,a16,P,38.4,21601.65,,
6756,a16,C,14.52,21616.17,,
6757,a16,D,19.38,21635.55,,
6758,a16,F2,0.93,21636.48,,
6759,a16,B,31.08,21667.56,,
6760,a16,C,1.95,21669.51,,
6761,a16,B,11.31,21680.82,,
6762,a16,C,7.26,21688.08,,
6763,a16,B,0.9,21688.98,,
6764,a16,C,9.9,21698.88,,
6765,a16,F2,6.9,21705.78,,
6766,a16,B,5.82,21711.6,,
6767,a16,D,90.06,21801.66,,
6768,a16,C,11.07,21812.73,,
6769,a16,D,50.4,21863.13,,
6770,a16,C,3.63,21866.76,,
6771,a16,D,16.62,21883.38,,
6772,a16,F2,3.69,21887.07,,
6773,a16,B,7.95,21895.02,,
6774,a16,C,0.78,21895.8,,
6775,a16,F2,5.82,21901.62,,
6776,a16,B,9.66,21911.28,,
6777,a16,C,5.55,21916.83,,
6778,a16,B,4.68,21921.51,,
6779,a16,C,4.05,21925.56,,
6780,a16,B,7.5,21933.06,,
6781,a16,P,122.55,22055.61,,
6782,a16,B2,3.75,22059.36,,
6783,a16,P,3.45,22062.81,,
6784,a16,B2,2.01,22064.82,,
6785,a16,P,10.8,22075.62,,
6786,a16,B2,6.63,22082.25,,
6787,a16,P,6.54,22088.79,,
6788,a16,C,18.48,22107.27,,
6789,a16,B,1.89,22109.16,,
6790,a16,F2,5.85,22115.01,,
6791,a16,B,12.45,22127.46,,
6792,a16,C,8.55,22136.01,,
6793,a16,D,7.44,22143.45,,
6794,a16,B,1.29,22144.74,,
6795,a16,C,3.45,22148.19,,
6796,a16,DG,32.76,22180.95,,
6797,a16,C,2.94,22183.89,,
6798,a16,DG,127.5,22311.39,,
6799,a16,C,1.08,22312.47,,
6800,a16,F2,1.92,22314.39,,
6801,a16,G,21.12,22335.51,,
6802,a16,B,6.57,22342.08,,
6803,a16,C,2.01,22344.09,,
6804,a16,CG,378.48,22722.57,,
6805,a16,G,39.09,22761.66,,
6806,a16,CG,14.43,22776.09,,
6807,a16,G,134.46,22910.55,,
6808,a16,Z,7700.64,30611.19,,
6809,a16,P,42.06,30653.25,,
6810,a16,B2,7.41,30660.66,,
6811,a16,P,42.24,30702.9,,
6812,a16,Z,4035.33,34738.23,,
6813,a16,G,24.36,34762.59,,
6814,a16,Z,1237.44,36000.03,,
6815,a44,N,237.63,237.63,,
6816,a44,P,12.75,250.38,,
6817,a44,C,6.09,256.47,,
6818,a44,D,14.52,270.99,,
6819,a44,C,1.95,272.94,,
6820,a44,F2,2.7,275.64,,
6821,a44,B,2.34,277.98,,
6822,a44,D,0.45,278.43,,
6823,a44,C,2.43,280.86,,
6824,a44,B,1.11,281.97,,
6825,a44,C,0.72,282.69,,
6826,a44,D,55.17,337.86,,
6827,a44,C,3.36,341.22,,
6828,a44,DG,80.22,421.44,,
6829,a44,G,32.01,453.45,,
6830,a44,B,2.28,455.73,,
6831,a44,DG,990.72,1446.45,,
6832,a44,G,324.24,1770.69,,
6833,a44,Z,2318.88,4089.57,,
6834,a44,P,37.44,4127.01,,
6835,a44,B2,2.73,4129.74,,
6836,a44,P,22.8,4152.54,,
6837,a44,B2,4.89,4157.43,,
6838,a44,P,23.55,4180.98,,
6839,a44,DG,23.52,4204.5,,
6840,a44,F2,3.0,4207.5,,
6841,a44,B,5.19,4212.69,,
6842,a44,G,184.08,4396.77,,
6843,a44,Z,8236.98,12633.75,,
6844,a44,P,33.96,12667.71,,
6845,a44,G,409.41,13077.12,,
6846,a44,Z,14839.92,27917.04,,
6847,a44,P,14.52,27931.56,,
6848,a44,Z,3.33,27934.89,,
6849,a44,P,22.98,27957.87,,
6850,a44,C,2.43,27960.3,,
6851,a44,D,11.22,27971.52,,
6852,a44,C,1.59,27973.11,,
6853,a44,D,14.28,27987.39,,
6854,a44,F2,3.57,27990.96,,
6855,a44,B,2.73,27993.69,,
6856,a44,D,20.34,28014.03,,
6857,a44,C,3.06,28017.09,,
6858,a44,D,37.08,28054.17,,
6859,a44,F2,4.2,28058.37,,
6860,a44,B,7.17,28065.54,,
6861,a44,DG,131.01,28196.55,,
6862,a44,Z,7803.48,36000.03,,
6863,a48,N,1913.07,1913.07,,
6864,a48,P,41.31,1954.38,,
6865,a48,G,55.32,2009.7,,
6866,a48,Z,4984.74,6994.44,,
6867,a48,P,45.48,7039.92,,
6868,a48,G,144.27,7184.19,,
6869,a48,P,3.84,7188.03,,
6870,a48,Z,2255.04,9443.07,,
6871,a48,P,14.55,9457.62,,
6872,a48,Z,227.31,9684.93,,
6873,a48,P,8.64,9693.57,,
6874,a48,G,23.49,9717.06,,
6875,a48,Z,711.33,10428.39,,
6876,a48,P,45.18,10473.57,,
6877,a48,Z,6593.28,17066.85,,
6878,a48,P,107.16,17174.01,,
6879,a48,Z,3120.06,20294.07,,
6880,a48,P,81.0,20375.07,,
6881,a48,Z,3358.83,23733.9,,
6882,a48,P,33.81,23767.71,,
6883,a48,G,502.8,24270.51,,
6884,a48,Z,11729.55,36000.06,,
6885,a92,N,48.96,48.96,,
6886,a92,P,19.26,68.22,,
6887,a92,Z,5.91,74.13,,
6888,a92,P,31.2,105.33,,
6889,a92,B2,3.93,109.26,,
6890,a92,P,31.5,140.76,,
6891,a92,B2,2.52,143.28,,
6892,a92,P,20.37,163.65,,
6893,a92,B2,4.65,168.3,,
6894,a92,P,42.06,210.36,,
6895,a92,C,6.96,217.32,,
6896,a92,D,83.1,300.42,,
6897,a92,C,2.1,302.52,,
6898,a92,D,3.03,305.55,,
6899,a92,F2,1.83,307.38,,
6900,a92,B,4.14,311.52,,
6901,a92,C,2.49,314.01,,
6902,a92,D,129.93,443.94,,
6903,a92,C,2.34,446.28,,
6904,a92,D,6.9,453.18,,
6905,a92,C,1.11,454.29,,
6906,a92,B,1.2,455.49,,
6907,a92,F2,0.48,455.97,,
6908,a92,B,2.31,458.28,,
6909,a92,C,2.34,460.62,,
6910,a92,D,5.43,466.05,,
6911,a92,C,5.52,471.57,,
6912,a92,D,6.06,477.63,,
6913,a92,C,1.8,479.43,,
6914,a92,D,5.85,485.28,,
6915,a92,C,3.3,488.58,,
6916,a92,D,16.41,504.99,,
6917,a92,C,1.11,506.1,,
6918,a92,D,4.65,510.75,,
6919,a92,P,4.23,514.98,,
6920,a92,Z,56.94,571.92,,
6921,a92,P,9.39,581.31,,
6922,a92,C,4.11,585.42,,
6923,a92,B,3.66,589.08,,
6924,a92,D,21.93,611.01,,
6925,a92,B,2.43,613.44,,
6926,a92,D,47.01,660.45,,
6927,a92,B,2.43,662.88,,
6928,a92,D,1.5,664.38,,
6929,a92,P,1.38,665.76,,
6930,a92,Z,81.78,747.54,,
6931,a92,P,9.18,756.72,,
6932,a92,G,20.67,777.39,,
6933,a92,Z,204.36,981.75,,
6934,a92,P,11.52,993.27,,
6935,a92,C,3.66,996.93,,
6936,a92,D,80.43,1077.36,,
6937,a92,B,2.19,1079.55,,
6938,a92,C,1.74,1081.29,,
6939,a92,D,47.25,1128.54,,
6940,a92,C,2.1,1130.64,,
6941,a92,D,62.73,1193.37,,
6942,a92,C,3.12,1196.49,,
6943,a92,D,18.81,1215.3,,
6944,a92,P,1.26,1216.56,,
6945,a92,Z,132.69,1349.25,,
6946,a92,P,19.32,1368.57,,
6947,a92,B2,2.94,1371.51,,
6948,a92,P,27.33,1398.84,,
6949,a92,B2,2.88,1401.72,,
6950,a92,P,57.06,1458.78,,
6951,a92,C,5.49,1464.27,,
6952,a92,D,60.66,1524.93,,
6953,a92,F2,3.06,1527.99,,
6954,a92,B,7.89,1535.88,,
6955,a92,C,2.43,1538.31,,
6956,a92,D,64.71,1603.02,,
6957,a92,F1,0.93,1603.95,,
6958,a92,F2,4.11,1608.06,,
6959,a92,F3,11.22,1619.28,,
6960,a92,F4,3.78,1623.06,,
6961,a92,B,4.53,1627.59,,
6962,a92,C,1.17,1628.76,,
6963,a92,D,9.75,1638.51,,
6964,a92,P,2.43,1640.94,,
6965,a92,Z,442.92,2083.86,,
6966,a92,P,11.55,2095.41,,
6967,a92,C,3.96,2099.37,,
6968,a92,D,38.91,2138.28,,
6969,a92,C,1.44,2139.72,,
6970,a92,B,1.2,2140.92,,
6971,a92,D,20.49,2161.41,,
6972,a92,B,1.56,2162.97,,
6973,a92,D,21.06,2184.03,,
6974,a92,B,1.02,2185.05,,
6975,a92,C,2.28,2187.33,,
6976,a92,D,43.38,2230.71,,
6977,a92,C,1.56,2232.27,,
6978,a92,D,45.54,2277.81,,
6979,a92,F2,1.89,2279.7,,
6980,a92,B,2.16,2281.86,,
6981,a92,P,5.28,2287.14,,
6982,a92,Z,338.88,2626.02,,
6983,a92,P,25.83,2651.85,,
6984,a92,B2,3.12,2654.97,,
6985,a92,P,39.6,2694.57,,
6986,a92,B2,3.3,2697.87,,
6987,a92,P,32.52,2730.39,,
6988,a92,Z,197.73,2928.12,,
6989,a92,P,21.39,2949.51,,
6990,a92,G,9.36,2958.87,,
6991,a92,B2,3.0,2961.87,,
6992,a92,P,63.36,3025.23,,
6993,a92,Z,17.4,3042.63,,
6994,a92,P,23.43,3066.06,,
6995,a92,Z,212.16,3278.22,,
6996,a92,P,14.22,3292.44,,
6997,a92,G,4.92,3297.36,,
6998,a92,P,3.27,3300.63,,
6999,a92,B2,3.54,3304.17,,
7000,a92,P,21.12,3325.29,,
7001,a92,Z,42.12,3367.41,,
7002,a92,P,20.79,3388.2,,
7003,a92,G,9.24,3397.44,,
7004,a92,P,30.93,3428.37,,
7005,a92,G,5.22,3433.59,,
7006,a92,Z,26.37,3459.96,,
7007,a92,P,9.51,3469.47,,
7008,a92,C,7.98,3477.45,,
7009,a92,D,3.75,3481.2,,
7010,a92,B2,2.04,3483.24,,
7011,a92,B,3.9,3487.14,,
7012,a92,C,7.17,3494.31,,
7013,a92,D,49.83,3544.14,,
7014,a92,C,3.0,3547.14,,
7015,a92,D,10.83,3557.97,,
7016,a92,C,2.97,3560.94,,
7017,a92,D,9.9,3570.84,,
7018,a92,C,2.01,3572.85,,
7019,a92,D,31.2,3604.05,,
7020,a92,C,1.86,3605.91,,
7021,a92,D,80.58,3686.49,,
7022,a92,C,2.79,3689.28,,
7023,a92,D,58.14,3747.42,,
7024,a92,C,0.93,3748.35,,
7025,a92,D,5.07,3753.42,,
7026,a92,C,2.01,3755.43,,
7027,a92,B,0.81,3756.24,,
7028,a92,D,25.05,3781.29,,
7029,a92,C,1.74,3783.03,,
7030,a92,D,57.51,3840.54,,
7031,a92,C,0.9,3841.44,,
7032,a92,P,1.65,3843.09,,
7033,a92,Z,111.48,3954.57,,
7034,a92,P,32.28,3986.85,,
7035,a92,B2,2.25,3989.1,,
7036,a92,P,23.19,4012.29,,
7037,a92,G,67.26,4079.55,,
7038,a92,Z,51.69,4131.24,,
7039,a92,P,14.94,4146.18,,
7040,a92,G,4.14,4150.32,,
7041,a92,P,4.53,4154.85,,
7042,a92,G,6.66,4161.51,,
7043,a92,P,1.08,4162.59,,
7044,a92,B2,2.1,4164.69,,
7045,a92,P,18.36,4183.05,,
7046,a92,Z,20.76,4203.81,,
7047,a92,P,12.45,4216.26,,
7048,a92,G,11.1,4227.36,,
7049,a92,B2,4.41,4231.77,,
7050,a92,P,50.16,4281.93,,
7051,a92,B2,3.93,4285.86,,
7052,a92,P,10.17,4296.03,,
7053,a92,G,4.68,4300.71,,
7054,a92,P,30.81,4331.52,,
7055,a92,Z,54.39,4385.91,,
7056,a92,P,13.86,4399.77,,
7057,a92,G,4.53,4404.3,,
7058,a92,P,3.78,4408.08,,
7059,a92,Z,9.12,4417.2,,
7060,a92,P,17.4,4434.6,,
7061,a92,G,12.96,4447.56,,
7062,a92,P,2.4,4449.96,,
7063,a92,B2,1.98,4451.94,,
7064,a92,P,2.79,4454.73,,
7065,a92,B2,1.59,4456.32,,
7066,a92,P,24.99,4481.31,,
7067,a92,G,5.49,4486.8,,
7068,a92,P,0.99,4487.79,,
7069,a92,Z,20.43,4508.22,,
7070,a92,P,36.15,4544.37,,
7071,a92,G,2.79,4547.16,,
7072,a92,P,15.18,4562.34,,
7073,a92,G,1.86,4564.2,,
7074,a92,Z,49.14,4613.34,,
7075,a92,P,26.55,4639.89,,
7076,a92,B2,2.4,4642.29,,
7077,a92,P,54.09,4696.38,,
7078,a92,C,28.68,4725.06,,
7079,a92,B,1.62,4726.68,,
7080,a92,F2,1.92,4728.6,,
7081,a92,B,10.56,4739.16,,
7082,a92,C,0.72,4739.88,,
7083,a92,F2,1.29,4741.17,,
7084,a92,C,3.27,4744.44,,
7085,a92,D,63.33,4807.77,,
7086,a92,B,1.14,4808.91,,
7087,a92,C,6.9,4815.81,,
7088,a92,D,18.45,4834.26,,
7089,a92,C,3.15,4837.41,,
7090,a92,D,42.84,4880.25,,
7091,a92,C,1.71,4881.96,,
7092,a92,B,2.73,4884.69,,
7093,a92,C,0.9,4885.59,,
7094,a92,D,21.39,4906.98,,
7095,a92,C,3.33,4910.31,,
7096,a92,D,96.36,5006.67,,
7097,a92,B,1.26,5007.93,,
7098,a92,D,34.95,5042.88,,
7099,a92,P,4.92,5047.8,,
7100,a92,Z,747.15,5794.95,,
7101,a92,P,6.6,5801.55,,
7102,a92,G,12.12,5813.67,,
7103,a92,P,5.73,5819.4,,
7104,a92,Z,1.17,5820.57,,
7105,a92,P,34.8,5855.37,,
7106,a92,G,3.72,5859.09,,
7107,a92,P,0.99,5860.08,,
7108,a92,B2,3.99,5864.07,,
7109,a92,P,35.4,5899.47,,
7110,a92,G,140.1,6039.57,,
7111,a92,DG,135.51,6175.08,,
7112,a92,G,23.49,6198.57,,
7113,a92,DG,2.31,6200.88,,
7114,a92,Z,618.72,6819.6,,
7115,a92,P,6.15,6825.75,,
7116,a92,G,17.94,6843.69,,
7117,a92,Z,38.76,6882.45,,
7118,a92,P,8.85,6891.3,,
7119,a92,G,12.15,6903.45,,
7120,a92,B2,4.5,6907.95,,
7121,a92,P,24.09,6932.04,,
7122,a92,G,8.82,6940.86,,
7123,a92,P,2.16,6943.02,,
7124,a92,Z,8.1,6951.12,,
7125,a92,P,41.4,6992.52,,
7126,a92,C,7.59,7000.11,,
7127,a92,D,54.0,7054.11,,
7128,a92,F2,2.46,7056.57,,
7129,a92,B,1.68,7058.25,,
7130,a92,C,6.66,7064.91,,
7131,a92,D,72.75,7137.66,,
7132,a92,C,2.1,7139.76,,
7133,a92,D,9.24,7149.0,,
7134,a92,C,1.56,7150.56,,
7135,a92,D,4.5,7155.06,,
7136,a92,C,1.89,7156.95,,
7137,a92,D,43.5,7200.45,,
7138,a92,C,0.93,7201.38,,
7139,a92,D,82.44,7283.82,,
7140,a92,P,5.04,7288.86,,
7141,a92,Z,155.67,7444.53,,
7142,a92,P,15.12,7459.65,,
7143,a92,B2,2.01,7461.66,,
7144,a92,P,24.9,7486.56,,
7145,a92,C,30.45,7517.01,,
7146,a92,B,2.01,7519.02,,
7147,a92,C,1.86,7520.88,,
7148,a92,D,17.16,7538.04,,
7149,a92,DG,4.59,7542.63,,
7150,a92,C,3.6,7546.23,,
7151,a92,DG,9.21,7555.44,,
7152,a92,CG,4.5,7559.94,,
7153,a92,D,9.6,7569.54,,
7154,a92,DG,8.22,7577.76,,
7155,a92,B,2.28,7580.04,,
7156,a92,C,5.79,7585.83,,
7157,a92,DG,75.84,7661.67,,
7158,a92,C,7.5,7669.17,,
7159,a92,DG,10.32,7679.49,,
7160,a92,G,58.02,7737.51,,
7161,a92,Z,282.42,8019.93,,
7162,a92,P,8.55,8028.48,,
7163,a92,G,28.14,8056.62,,
7164,a92,P,9.03,8065.65,,
7165,a92,B2,3.81,8069.46,,
7166,a92,P,36.36,8105.82,,
7167,a92,G,105.75,8211.57,,
7168,a92,DG,120.24,8331.81,,
7169,a92,G,97.98,8429.79,,
7170,a92,P,0.81,8430.6,,
7171,a92,Z,371.46,8802.06,,
7172,a92,B,29.34,8831.4,,
7173,a92,C,3.27,8834.67,,
7174,a92,D,45.66,8880.33,,
7175,a92,F2,2.7,8883.03,,
7176,a92,B,2.94,8885.97,,
7177,a92,D,27.36,8913.33,,
7178,a92,B,4.38,8917.71,,
7179,a92,C,10.2,8927.91,,
7180,a92,B,3.87,8931.78,,
7181,a92,D,26.73,8958.51,,
7182,a92,F2,2.22,8960.73,,
7183,a92,F3,7.53,8968.26,,
7184,a92,F4,3.9,8972.16,,
7185,a92,B,6.54,8978.7,,
7186,a92,C,4.32,8983.02,,
7187,a92,DG,89.94,9072.96,,
7188,a92,F2,3.15,9076.11,,
7189,a92,B,5.97,9082.08,,
7190,a92,C,1.68,9083.76,,
7191,a92,DG,194.34,9278.1,,
7192,a92,F2,2.43,9280.53,,
7193,a92,B,4.23,9284.76,,
7194,a92,DG,235.44,9520.2,,
7195,a92,F2,3.27,9523.47,,
7196,a92,B,7.86,9531.33,,
7197,a92,DG,117.33,9648.66,,
7198,a92,B,1.77,9650.43,,
7199,a92,F2,2.1,9652.53,,
7200,a92,B,1.71,9654.24,,
7201,a92,DG,804.81,10459.05,,
7202,a92,F2,2.07,10461.12,,
7203,a92,DG,530.34,10991.46,,
7204,a92,F2,3.69,10995.15,,
7205,a92,DG,444.33,11439.48,,
7206,a92,B,7.02,11446.5,,
7207,a92,C,1.41,11447.91,,
7208,a92,G,7.11,11455.02,,
7209,a92,C,1.41,11456.43,,
7210,a92,B,6.6,11463.03,,
7211,a92,C,0.75,11463.78,,
7212,a92,DG,6.15,11469.93,,
7213,a92,C,7.26,11477.19,,
7214,a92,DG,414.87,11892.06,,
7215,a92,F2,2.37,11894.43,,
7216,a92,DG,5.16,11899.59,,
7217,a92,C,6.33,11905.92,,
7218,a92,DG,141.84,12047.76,,
7219,a92,B,3.72,12051.48,,
7220,a92,F2,2.64,12054.12,,
7221,a92,DG,45.33,12099.45,,
7222,a92,F2,2.76,12102.21,,
7223,a92,DG,603.36,12705.57,,
7224,a92,F2,2.43,12708.0,,
7225,a92,P,15.63,12723.63,,
7226,a92,DG,327.42,13051.05,,
7227,a92,G,174.03,13225.08,,
7228,a92,DG,120.12,13345.2,,
7229,a92,P,1.77,13346.97,,
7230,a92,Z,251.07,13598.04,,
7231,a92,P,25.95,13623.99,,
7232,a92,B2,2.25,13626.24,,
7233,a92,G,19.35,13645.59,,
7234,a92,Z,69.18,13714.77,,
7235,a92,P,21.45,13736.22,,
7236,a92,B2,3.0,13739.22,,
7237,a92,P,8.22,13747.44,,
7238,a92,G,14.37,13761.81,,
7239,a92,Z,40.83,13802.64,,
7240,a92,P,16.32,13818.96,,
7241,a92,G,9.48,13828.44,,
7242,a92,P,42.51,13870.95,,
7243,a92,G,6.03,13876.98,,
7244,a92,P,17.61,13894.59,,
7245,a92,Z,27.81,13922.4,,
7246,a92,P,9.45,13931.85,,
7247,a92,C,4.11,13935.96,,
7248,a92,P,21.63,13957.59,,
7249,a92,G,4.05,13961.64,,
7250,a92,P,1.5,13963.14,,
7251,a92,B2,3.12,13966.26,,
7252,a92,P,38.13,14004.39,,
7253,a92,G,5.94,14010.33,,
7254,a92,P,1.05,14011.38,,
7255,a92,Z,47.88,14059.26,,
7256,a92,P,11.13,14070.39,,
7257,a92,G,8.04,14078.43,,
7258,a92,P,2.52,14080.95,,
7259,a92,B2,3.06,14084.01,,
7260,a92,P,2.67,14086.68,,
7261,a92,G,3.33,14090.01,,
7262,a92,P,25.8,14115.81,,
7263,a92,G,2.37,14118.18,,
7264,a92,P,46.68,14164.86,,
7265,a92,G,4.62,14169.48,,
7266,a92,P,1.41,14170.89,,
7267,a92,Z,178.02,14348.91,,
7268,a92,P,8.34,14357.25,,
7269,a92,Z,119.07,14476.32,,
7270,a92,P,8.88,14485.2,,
7271,a92,G,10.29,14495.49,,
7272,a92,P,6.06,14501.55,,
7273,a92,G,6.27,14507.82,,
7274,a92,P,3.0,14510.82,,
7275,a92,B2,3.27,14514.09,,
7276,a92,P,18.69,14532.78,,
7277,a92,C,4.71,14537.49,,
7278,a92,D,0.69,14538.18,,
7279,a92,C,13.92,14552.1,,
7280,a92,D,16.47,14568.57,,
7281,a92,P,75.45,14644.02,,
7282,a92,B2,2.55,14646.57,,
7283,a92,P,13.53,14660.1,,
7284,a92,Z,49.95,14710.05,,
7285,a92,P,12.39,14722.44,,
7286,a92,G,17.94,14740.38,,
7287,a92,P,1.23,14741.61,,
7288,a92,Z,66.48,14808.09,,
7289,a92,D,19.14,14827.23,,
7290,a92,G,14.73,14841.96,,
7291,a92,P,2.13,14844.09,,
7292,a92,B2,3.3,14847.39,,
7293,a92,G,1.83,14849.22,,
7294,a92,P,12.03,14861.25,,
7295,a92,G,7.65,14868.9,,
7296,a92,Z,82.35,14951.25,,
7297,a92,P,9.96,14961.21,,
7298,a92,G,13.32,14974.53,,
7299,a92,P,3.09,14977.62,,
7300,a92,G,8.34,14985.96,,
7301,a92,P,3.78,14989.74,,
7302,a92,B2,3.03,14992.77,,
7303,a92,G,1.08,14993.85,,
7304,a92,P,10.59,15004.44,,
7305,a92,G,3.0,15007.44,,
7306,a92,P,1.86,15009.3,,
7307,a92,G,9.66,15018.96,,
7308,a92,Z,27.78,15046.74,,
7309,a92,P,5.7,15052.44,,
7310,a92,C,6.75,15059.19,,
7311,a92,D,12.48,15071.67,,
7312,a92,B,1.95,15073.62,,
7313,a92,F2,1.38,15075.0,,
7314,a92,B,1.5,15076.5,,
7315,a92,C,1.62,15078.12,,
7316,a92,D,64.41,15142.53,,
7317,a92,B,0.57,15143.1,,
7318,a92,F2,3.96,15147.06,,
7319,a92,B,4.44,15151.5,,
7320,a92,C,2.91,15154.41,,
7321,a92,D,6.39,15160.8,,
7322,a92,B,2.94,15163.74,,
7323,a92,DG,63.84,15227.58,,
7324,a92,F2,2.97,15230.55,,
7325,a92,B,10.02,15240.57,,
7326,a92,C,0.87,15241.44,,
7327,a92,B,6.6,15248.04,,
7328,a92,D,29.4,15277.44,,
7329,a92,P,3.21,15280.65,,
7330,a92,Z,228.84,15509.49,,
7331,a92,P,11.52,15521.01,,
7332,a92,G,50.01,15571.02,,
7333,a92,DG,128.76,15699.78,,
7334,a92,Z,484.62,16184.4,,
7335,a92,P,8.67,16193.07,,
