insectno,waveform,dur,tbf
a44,P,22.98,27957.87
a44,C,2.43,27960.3
a44,D,11.22,27971.52
a44,C,1.59,27973.11
a44,D,14.28,27987.39
a44,F2,3.57,27990.96
a44,B,2.73,27993.69
a44,D,20.34,28014.03
a44,C,3.06,28017.09
a44,D,37.08,28054.17
a44,F2,4.2,28058.37
a44,B,7.17,28065.54
a44,DG,131.01,28196.55
a44,Z,7803.48,36000.03
a48,Z,1913.07,1913.07
a48,P,41.31,1954.38
a48,G,55.32,2009.7
a48,Z,4984.74,6994.44
a48,P,45.48,7039.92
a48,G,144.27,7184.19
a48,P,3.84,7188.03
a48,Z,2255.04,9443.07
a48,P,14.55,9457.62
a48,Z,227.31,9684.93
a48,P,8.64,9693.57
a48,G,23.49,9717.06
a48,Z,711.33,10428.39
a48,P,45.18,10473.57
a48,Z,6593.28,17066.85
a48,P,107.16,17174.01
a48,Z,3120.06,20294.07
a48,P,81,20375.07
a48,Z,3358.83,23733.9
a48,P,33.81,23767.71
a48,G,502.8,24270.51
a48,Z,11729.55,36000.06
a92,Z,48.96,48.96
a92,P,19.26,68.22
a92,Z,5.91,74.13
a92,P,31.2,105.33
a92,B2,3.93,109.26
a92,P,31.5,140.76
a92,B2,2.52,143.28
a92,P,20.37,163.65
a92,B2,4.65,168.3
a92,P,42.06,210.36
a92,C,6.96,217.32
a92,D,83.1,300.42
a92,C,2.1,302.52
a92,D,3.03,305.55
a92,F2,1.83,307.38
a92,B,4.14,311.52
a92,C,2.49,314.01
a92,D,129.93,443.94
a92,C,2.34,446.28
a92,D,6.9,453.18
a92,C,1.11,454.29
a92,B,1.2,455.49
a92,F2,0.48,455.97
a92,B,2.31,458.28
a92,C,2.34,460.62
a92,D,5.43,466.05
a92,C,5.52,471.57
a92,D,6.06,477.63
a92,C,1.8,479.43
a92,D,5.85,485.28
a92,C,3.3,488.58
a92,D,16.41,504.99
a92,C,1.11,506.1
a92,D,4.65,510.75
a92,P,4.23,514.98
a92,Z,56.94,571.92
a92,P,9.39,581.31
a92,C,4.11,585.42
a92,B,3.66,589.08
a92,D,21.93,611.01
a92,B,2.43,613.44
a92,D,47.01,660.45
a92,B,2.43,662.88
a92,D,1.5,664.38
a92,P,1.38,665.76
a92,Z,81.78,747.54
a92,P,9.18,756.72
a92,G,20.67,777.39
a92,Z,204.36,981.75
a92,P,11.52,993.27
a92,C,3.66,996.93
a92,D,80.43,1077.36
a92,B,2.19,1079.55
a92,C,1.74,1081.29
a92,D,47.25,1128.54
a92,C,2.1,1130.64
a92,D,62.73,1193.37
a92,C,3.12,1196.49
a92,D,18.81,1215.3
a92,P,1.26,1216.56
a92,Z,132.69,1349.25
a92,P,19.32,1368.57
a92,B2,2.94,1371.51
a92,P,27.33,1398.84
a92,B2,2.88,1401.72
a92,P,57.06,1458.78
a92,C,5.49,1464.27
a92,D,60.66,1524.93
a92,F2,3.06,1527.99
a92,B,7.89,1535.88
a92,C,2.43,1538.31
a92,D,64.71,1603.02
a92,F1,0.93,1603.95
a92,F2,4.11,1608.06
a92,F3,11.22,1619.28
a92,F4,3.78,1623.06
a92,B,4.53,1627.59
a92,C,1.17,1628.76
a92,D,9.75,1638.51
a92,P,2.43,1640.94
a92,Z,442.92,2083.86
a92,P,11.55,2095.41
a92,C,3.96,2099.37
a92,D,38.91,2138.28
a92,C,1.44,2139.72
a92,B,1.2,2140.92
a92,D,20.49,2161.41
a92,B,1.56,2162.97
a92,D,21.06,2184.03
a92,B,1.02,2185.05
a92,C,2.28,2187.33
a92,D,43.38,2230.71
a92,C,1.56,2232.27
a92,D,45.54,2277.81
a92,F2,1.89,2279.7
a92,B,2.16,2281.86
a92,P,5.28,2287.14
a92,Z,338.88,2626.02
a92,P,25.83,2651.85
a92,B2,3.12,2654.97
a92,P,39.6,2694.57
a92,B2,3.3,2697.87
a92,P,32.52,2730.39
a92,Z,197.73,2928.12
a92,P,21.39,2949.51
a92,G,9.36,2958.87
a92,B2,3,2961.87
a92,P,63.36,3025.23
a92,Z,17.4,3042.63
a92,P,23.43,3066.06
a92,Z,212.16,3278.22
a92,P,14.22,3292.44
a92,G,4.92,3297.36
a92,P,3.27,3300.63
a92,B2,3.54,3304.17
a92,P,21.12,3325.29
a92,Z,42.12,3367.41
a92,P,20.79,3388.2
a92,G,9.24,3397.44
a92,P,30.93,3428.37
a92,G,5.22,3433.59
a92,Z,26.37,3459.96
a92,P,9.51,3469.47
a92,C,7.98,3477.45
a92,D,3.75,3481.2
a92,B2,2.04,3483.24
a92,B,3.9,3487.14
a92,C,7.17,3494.31
a92,D,49.83,3544.14
a92,C,3,3547.14
a92,D,10.83,3557.97
a92,C,2.97,3560.94
a92,D,9.9,3570.84
a92,C,2.01,3572.85
a92,D,31.2,3604.05
a92,C,1.86,3605.91
a92,D,80.58,3686.49
a92,C,2.79,3689.28
a92,D,58.14,3747.42
a92,C,0.93,3748.35
a92,D,5.07,3753.42
a92,C,2.01,3755.43
a92,B,0.81,3756.24
a92,D,25.05,3781.29
a92,C,1.74,3783.03
a92,D,57.51,3840.54
a92,C,0.9,3841.44
a92,P,1.65,3843.09
a92,Z,111.48,3954.57
a92,P,32.28,3986.85
a92,B2,2.25,3989.1
a92,P,23.19,4012.29
a92,G,67.26,4079.55
a92,Z,51.69,4131.24
a92,P,14.94,4146.18
a92,G,4.14,4150.32
a92,P,4.53,4154.85
a92,G,6.66,4161.51
a92,P,1.08,4162.59
a92,B2,2.1,4164.69
a92,P,18.36,4183.05
a92,Z,20.76,4203.81
a92,P,12.45,4216.26
a92,G,11.1,4227.36
a92,B2,4.41,4231.77
a92,P,50.16,4281.93
a92,B2,3.93,4285.86
a92,P,10.17,4296.03
a92,G,4.68,4300.71
a92,P,30.81,4331.52
a92,Z,54.39,4385.91
a92,P,13.86,4399.77
a92,G,4.53,4404.3
a92,P,3.78,4408.08
a92,Z,9.12,4417.2
a92,P,17.4,4434.6
a92,G,12.96,4447.56
a92,P,2.4,4449.96
a92,B2,1.98,4451.94
a92,P,2.79,4454.73
a92,B2,1.59,4456.32
a92,P,24.99,4481.31
a92,G,5.49,4486.8
a92,P,0.99,4487.79
a92,Z,20.43,4508.22
a92,P,36.15,4544.37
a92,G,2.79,4547.16
a92,P,15.18,4562.34
a92,G,1.86,4564.2
a92,Z,49.14,4613.34
a92,P,26.55,4639.89
a92,B2,2.4,4642.29
a92,P,54.09,4696.38
a92,C,28.68,4725.06
a92,B,1.62,4726.68
a92,F2,1.92,4728.6
a92,B,10.56,4739.16
a92,C,0.72,4739.88
a92,F2,1.29,4741.17
a92,C,3.27,4744.44
a92,D,63.33,4807.77
a92,B,1.14,4808.91
a92,C,6.9,4815.81
a92,D,18.45,4834.26
a92,C,3.15,4837.41
a92,D,42.84,4880.25
a92,C,1.71,4881.96
a92,B,2.73,4884.69
a92,C,0.9,4885.59
a92,D,21.39,4906.98
a92,C,3.33,4910.31
a92,D,96.36,5006.67
a92,B,1.26,5007.93
a92,D,34.95,5042.88
a92,P,4.92,5047.8
a92,Z,747.15,5794.95
a92,P,6.6,5801.55
a92,G,12.12,5813.67
a92,P,5.73,5819.4
a92,Z,1.17,5820.57
a92,P,34.8,5855.37
a92,G,3.72,5859.09
a92,P,0.99,5860.08
a92,B2,3.99,5864.07
a92,P,35.4,5899.47
a92,G,140.1,6039.57
a92,DG,135.51,6175.08
a92,G,23.49,6198.57
a92,DG,2.31,6200.88
a92,Z,618.72,6819.6
a92,P,6.15,6825.75
a92,G,17.94,6843.69
a92,Z,38.76,6882.45
a92,P,8.85,6891.3
a92,G,12.15,6903.45
a92,B2,4.5,6907.95
a92,P,24.09,6932.04
a92,G,8.82,6940.86
a92,P,2.16,6943.02
a92,Z,8.1,6951.12
a92,P,41.4,6992.52
a92,C,7.59,7000.11
a92,D,54,7054.11
a92,F2,2.46,7056.57
a92,B,1.68,7058.25
a92,C,6.66,7064.91
a92,D,72.75,7137.66
a92,C,2.1,7139.76
a92,D,9.24,7149
a92,C,1.56,7150.56
a92,D,4.5,7155.06
a92,C,1.89,7156.95
a92,D,43.5,7200.45
a92,C,0.93,7201.38
a92,D,82.44,7283.82
a92,P,5.04,7288.86
a92,Z,155.67,7444.53
a92,P,15.12,7459.65
a92,B2,2.01,7461.66
a92,P,24.9,7486.56
a92,C,30.45,7517.01
a92,B,2.01,7519.02
a92,C,1.86,7520.88
a92,D,17.16,7538.04
a92,DG,4.59,7542.63
a92,C,3.6,7546.23
a92,DG,9.21,7555.44
a92,CG,4.5,7559.94
a92,D,9.6,7569.54
a92,DG,8.22,7577.76
a92,B,2.28,7580.04
a92,C,5.79,7585.83
a92,DG,75.84,7661.67
a92,C,7.5,7669.17
a92,DG,10.32,7679.49
a92,G,58.02,7737.51
a92,Z,282.42,8019.93
a92,P,8.55,8028.48
a92,G,28.14,8056.62
a92,P,9.03,8065.65
a92,B2,3.81,8069.46
a92,P,36.36,8105.82
a92,G,105.75,8211.57
a92,DG,120.24,8331.81
a92,G,97.98,8429.79
a92,P,0.81,8430.6
a92,Z,371.46,8802.06
a92,B,29.34,8831.4
a92,C,3.27,8834.67
a92,D,45.66,8880.33
a92,F2,2.7,8883.03
a92,B,2.94,8885.97
a92,D,27.36,8913.33
a92,B,4.38,8917.71
a92,C,10.2,8927.91
a92,B,3.87,8931.78
a92,D,26.73,8958.51
a92,F2,2.22,8960.73
a92,F3,7.53,8968.26
a92,F4,3.9,8972.16
a92,B,6.54,8978.7
a92,C,4.32,8983.02
a92,DG,89.94,9072.96
a92,F2,3.15,9076.11
a92,B,5.97,9082.08
a92,C,1.68,9083.76
a92,DG,194.34,9278.1
a92,F2,2.43,9280.53
a92,B,4.23,9284.76
a92,DG,235.44,9520.2
a92,F2,3.27,9523.47
a92,B,7.86,9531.33
a92,DG,117.33,9648.66
a92,B,1.77,9650.43
a92,F2,2.1,9652.53
a92,B,1.71,9654.24
a92,DG,804.81,10459.05
a92,F2,2.07,10461.12
a92,DG,530.34,10991.46
a92,F2,3.69,10995.15
a92,DG,444.33,11439.48
a92,B,7.02,11446.5
a92,C,1.41,11447.91
a92,G,7.11,11455.02
a92,C,1.41,11456.43
a92,B,6.6,11463.03
a92,C,0.75,11463.78
a92,DG,6.15,11469.93
a92,C,7.26,11477.19
a92,DG,414.87,11892.06
a92,F2,2.37,11894.43
a92,DG,5.16,11899.59
a92,C,6.33,11905.92
a92,DG,141.84,12047.76
a92,B,3.72,12051.48
a92,F2,2.64,12054.12
a92,DG,45.33,12099.45
a92,F2,2.76,12102.21
a92,DG,603.36,12705.57
a92,F2,2.43,12708
a92,P,15.63,12723.63
a92,DG,327.42,13051.05
a92,G,174.03,13225.08
a92,DG,120.12,13345.2
a92,P,1.77,13346.97
a92,Z,251.07,13598.04
a92,P,25.95,13623.99
a92,B2,2.25,13626.24
a92,G,19.35,13645.59
a92,Z,69.18,13714.77
a92,P,21.45,13736.22
a92,B2,3,13739.22
a92,P,8.22,13747.44
a92,G,14.37,13761.81
a92,Z,40.83,13802.64
a92,P,16.32,13818.96
a92,G,9.48,13828.44
a92,P,42.51,13870.95
a92,G,6.03,13876.98
a92,P,17.61,13894.59
a92,Z,27.81,13922.4
a92,P,9.45,13931.85
a92,C,4.11,13935.96
a92,P,21.63,13957.59
a92,G,4.05,13961.64
a92,P,1.5,13963.14
a92,B2,3.12,13966.26
a92,P,38.13,14004.39
a92,G,5.94,14010.33
a92,P,1.05,14011.38
a92,Z,47.88,14059.26
a92,P,11.13,14070.39
a92,G,8.04,14078.43
a92,P,2.52,14080.95
a92,B2,3.06,14084.01
a92,P,2.67,14086.68
a92,G,3.33,14090.01
a92,P,25.8,14115.81
a92,G,2.37,14118.18
a92,P,46.68,14164.86
a92,G,4.62,14169.48
a92,P,1.41,14170.89
a92,Z,178.02,14348.91
a92,P,8.34,14357.25
a92,Z,119.07,14476.32
a92,P,8.88,14485.2
a92,G,10.29,14495.49
a92,P,6.06,14501.55
a92,G,6.27,14507.82
a92,P,3,14510.82
a92,B2,3.27,14514.09
a92,P,18.69,14532.78
a92,C,4.71,14537.49
a92,D,0.69,14538.18
a92,C,13.92,14552.1
a92,D,16.47,14568.57
a92,P,75.45,14644.02
a92,B2,2.55,14646.57
a92,P,13.53,14660.1
a92,Z,49.95,14710.05
a92,P,12.39,14722.44
a92,G,17.94,14740.38
a92,P,1.23,14741.61
a92,Z,66.48,14808.09
a92,D,19.14,14827.23
a92,G,14.73,14841.96
a92,P,2.13,14844.09
a92,B2,3.3,14847.39
a92,G,1.83,14849.22
a92,P,12.03,14861.25
a92,G,7.65,14868.9
a92,Z,82.35,14951.25
a92,P,9.96,14961.21
a92,G,13.32,14974.53
a92,P,3.09,14977.62
a92,G,8.34,14985.96
a92,P,3.78,14989.74
a92,B2,3.03,14992.77
a92,G,1.08,14993.85
a92,P,10.59,15004.44
a92,G,3,15007.44
a92,P,1.86,15009.3
a92,G,9.66,15018.96
a92,Z,27.78,15046.74
a92,P,5.7,15052.44
a92,C,6.75,15059.19
a92,D,12.48,15071.67
a92,B,1.95,15073.62
a92,F2,1.38,15075
a92,B,1.5,15076.5
a92,C,1.62,15078.12
a92,D,64.41,15142.53
a92,B,0.57,15143.1
a92,F2,3.96,15147.06
a92,B,4.44,15151.5
a92,C,2.91,15154.41
a92,D,6.39,15160.8
a92,B,2.94,15163.74
a92,DG,63.84,15227.58
a92,F2,2.97,15230.55
a92,B,10.02,15240.57
a92,C,0.87,15241.44
a92,B,6.6,15248.04
a92,D,29.4,15277.44
a92,P,3.21,15280.65
a92,Z,228.84,15509.49
a92,P,11.52,15521.01
a92,G,50.01,15571.02
a92,DG,128.76,15699.78
a92,Z,484.62,16184.4
a92,P,8.67,16193.07
a92,G,6.39,16199.46
a92,Z,21.06,16220.52
a92,P,5.16,16225.68
a92,G,12.54,16238.22
a92,P,2.19,16240.41
a92,B2,2.46,16242.87
a92,P,56.19,16299.06
a92,C,9.18,16308.24
a92,B,2.58,16310.82
a92,C,5.37,16316.19
a92,F2,2.79,16318.98
a92,B,4.56,16323.54
a92,C,1.62,16325.16
a92,B,1.71,16326.87
a92,C,0.87,16327.74
a92,B,16.26,16344
a92,C,3.72,16347.72
a92,F2,0.96,16348.68
a92,B,1.95,16350.63
a92,C,20.55,16371.18
a92,D,17.94,16389.12
a92,C,6.42,16395.54
a92,D,20.7,16416.24
a92,C,1.71,16417.95
a92,DG,26.85,16444.8
a92,C,3.87,16448.67
a92,DG,9.81,16458.48
a92,C,2.43,16460.91
a92,D,6.84,16467.75
a92,C,2.25,16470
a92,DG,3.84,16473.84
a92,B,0.6,16474.44
a92,F2,0.75,16475.19
a92,B,7.83,16483.02
a92,P,29.07,16512.09
a92,G,4.59,16516.68
a92,P,59.22,16575.9
a92,Z,217.53,16793.43
a92,P,6.36,16799.79
a92,G,65.31,16865.1
a92,Z,1723.47,18588.57
a92,P,13.5,18602.07
a92,G,7.44,18609.51
a92,P,5.22,18614.73
a92,G,1.56,18616.29
a92,P,24.09,18640.38
a92,G,1.62,18642
a92,Z,52.17,18694.17
a92,P,14.25,18708.42
a92,G,6.63,18715.05
a92,P,19.2,18734.25
a92,B2,3.33,18737.58
a92,G,0.69,18738.27
a92,P,20.37,18758.64
a92,C,7.26,18765.9
a92,D,14.94,18780.84
a92,F1,18.3,18799.14
a92,F2,4.26,18803.4
a92,B,4.26,18807.66
a92,C,14.91,18822.57
a92,D,70.77,18893.34
a92,F2,3.24,18896.58
a92,B,9.21,18905.79
a92,C,9.69,18915.48
a92,DG,92.52,19008
a92,F2,2.37,19010.37
a92,B,2.76,19013.13
a92,C,4.41,19017.54
a92,DG,71.01,19088.55
a92,F2,3.24,19091.79
a92,B,3.18,19094.97
a92,DG,99.81,19194.78
a92,F2,3.87,19198.65
a92,DG,39.33,19237.98
a92,F2,2.88,19240.86
a92,DG,721.98,19962.84
a92,C,11.85,19974.69
a92,DG,81.84,20056.53
a92,F2,2.46,20058.99
a92,B,2.55,20061.54
a92,C,5.22,20066.76
a92,DG,333.93,20400.69
a92,C,3.63,20404.32
a92,DG,99.18,20503.5
a92,F2,4.5,20508
a92,DG,34.35,20542.35
a92,G,257.76,20800.11
a92,DG,96,20896.11
a92,C,2.13,20898.24
a92,DG,179.13,21077.37
a92,G,190.23,21267.6
a92,DG,52.56,21320.16
a92,F2,3.12,21323.28
a92,DG,57.12,21380.4
a92,G,75.36,21455.76
a92,F2,4.02,21459.78
a92,DG,84.87,21544.65
a92,F2,1.41,21546.06
a92,G,17.28,21563.34
a92,P,146.01,21709.35
a92,G,1188.03,22897.38
a92,P,103.38,23000.76
a92,Z,143.82,23144.58
a92,P,14.52,23159.1
a92,G,74.04,23233.14
a92,P,3.06,23236.2
a92,Z,192.3,23428.5
a92,P,23.55,23452.05
a92,G,114.06,23566.11
a92,DG,16.41,23582.52
a92,Z,587.22,24169.74
a92,P,5.07,24174.81
a92,G,64.23,24239.04
a92,Z,342.06,24581.1
a92,P,10.56,24591.66
a92,G,56.01,24647.67
a92,Z,781.83,25429.5
a92,P,9.63,25439.13
a92,G,70.23,25509.36
a92,Z,122.94,25632.3
a92,P,14.28,25646.58
a92,G,14.91,25661.49
a92,Z,19.89,25681.38
a92,P,18.69,25700.07
a92,G,23.04,25723.11
a92,P,2.4,25725.51
a92,B2,4.11,25729.62
a92,P,29.76,25759.38
a92,G,943.14,26702.52
a92,DG,262.44,26964.96
a92,G,30.48,26995.44
a92,DG,600.48,27595.92
a92,G,1666.08,29262
a92,DG,213.6,29475.6
a92,G,1774.5,31250.1
a92,Z,95.07,31345.17
a92,P,22.41,31367.58
a92,C,10.74,31378.32
a92,D,52.71,31431.03
a92,B,5.82,31436.85
a92,C,3.3,31440.15
a92,D,69.15,31509.3
a92,F2,1.68,31510.98
a92,B,5.16,31516.14
a92,C,1.08,31517.22
a92,B,1.83,31519.05
a92,C,1.38,31520.43
a92,D,25.2,31545.63
a92,F2,2.34,31547.97
a92,B,1.56,31549.53
a92,C,4.77,31554.3
a92,D,119.13,31673.43
a92,F2,1.77,31675.2
a92,B,3.39,31678.59
a92,C,2.04,31680.63
a92,DG,151.17,31831.8
a92,F2,2.52,31834.32
a92,B,3.75,31838.07
a92,DG,297.06,32135.13
a92,F2,2.16,32137.29
a92,B,4.71,32142
a92,D,642.45,32784.45
a92,F2,3.12,32787.57
a92,B,3.33,32790.9
a92,D,436.86,33227.76
a92,F2,3.12,33230.88
a92,B,4.32,33235.2
a92,D,546.9,33782.1
a92,F2,3.24,33785.34
a92,B,3.78,33789.12
a92,D,94.56,33883.68
a92,DG,829.89,34713.57
a92,CG,3.3,34716.87
a92,DG,104.58,34821.45
a92,F2,1.92,34823.37
a92,DG,146.82,34970.19
a92,F2,4.41,34974.6
a92,DG,447,35421.6
a92,F2,3.57,35425.17
a92,DG,574.83,36000
a17,Z,36000,36000
b11,Z,124.74,124.74
b11,P,43.11,167.85
b11,Z,7286.61,7454.46
b11,P,236.67,7691.13
b11,Z,11935.89,19627.02
b11,P,19.59,19646.61
b11,Z,6107.7,25754.31
b11,P,49.53,25803.84
b11,B2,5.16,25809
b11,P,8.31,25817.31
b11,C,9.69,25827
b11,D,12.66,25839.66
b11,C,7.98,25847.64
b11,D,8.91,25856.55
b11,C,4.56,25861.11
b11,D,11.43,25872.54
b11,B,0.6,25873.14
b11,F2,2.64,25875.78
b11,B,2.31,25878.09
b11,C,2.73,25880.82
b11,D,52.86,25933.68
b11,C,5.94,25939.62
b11,F2,2.55,25942.17
b11,B,5.82,25947.99
b11,B,4.92,25952.91
b11,B,24.33,25977.24
b11,C,1.65,25978.89
b11,B,2.22,25981.11
b11,C,1.11,25982.22
b11,B,2.19,25984.41
b11,C,8.22,25992.63
b11,B,0.78,25993.41
b11,C,2.1,25995.51
b11,B,2.19,25997.7
b11,C,1.17,25998.87
b11,B,7.47,26006.34
b11,P,20.91,26027.25
b11,B,5.34,26032.59
b11,Z,179.01,26211.6
b11,P,28.32,26239.92
b11,B2,6.6,26246.52
b11,P,75.51,26322.03
b11,C,4.65,26326.68
b11,D,8.79,26335.47
b11,C,1.74,26337.21
b11,F2,3.12,26340.33
b11,B,15.57,26355.9
b11,C,1.86,26357.76
b11,D,4.08,26361.84
b11,F1,1.08,26362.92
b11,F2,1.68,26364.6
b11,B,6.72,26371.32
b11,P,56.16,26427.48
b11,B2,3.69,26431.17
b11,P,19.77,26450.94
b11,Z,7612.92,34063.86
b11,P,51.39,34115.25
b11,Z,1885.17,36000.42
b12,Z,432.9,432.9
b12,P,21.21,454.11
b12,B2,2.07,456.18
b12,P,56.82,513
b12,Z,3.69,516.69
b12,P,17.97,534.66
b12,Z,5.25,539.91
b12,P,12.81,552.72
b12,Z,56.25,608.97
b12,P,15.06,624.03
b12,C,7.26,631.29
b12,D,15.69,646.98
b12,F2,3.15,650.13
b12,B,8.4,658.53
b12,G,27.12,685.65
b12,CG,2.01,687.66
b12,DG,54.03,741.69
b12,CG,1.11,742.8
b12,DG,10.23,753.03
b12,F2,3.87,756.9
b12,B,6.24,763.14
b12,C,1.95,765.09
b12,DG,196.23,961.32
b12,F2,3.75,965.07
b12,B,3.06,968.13
b12,F2,0.6,968.73
b12,B,0.54,969.27
b12,DG,20.16,989.43
b12,D,0.09,989.52
b12,C,2.25,991.77
b12,D,128.88,1120.65
b12,B,2.73,1123.38
b12,C,0.69,1124.07
b12,D,4.74,1128.81
b12,C,0.78,1129.59
b12,D,16.2,1145.79
b12,F2,3.84,1149.63
b12,F3,9.6,1159.23
b12,F4,4.77,1164
b12,B,2.43,1166.43
b12,C,1.95,1168.38
b12,D,1.59,1169.97
b12,C,0.78,1170.75
b12,D,6.81,1177.56
b12,C,1.68,1179.24
b12,D,0.87,1180.11
b12,B,1.11,1181.22
b12,C,1.68,1182.9
b12,D,221.46,1404.36
b12,P,0.66,1405.02
b12,Z,624.51,2029.53
b12,P,32.73,2062.26
b12,C,3.42,2065.68
b12,D,20.13,2085.81
b12,F2,2.7,2088.51
b12,B,7.05,2095.56
b12,C,0.72,2096.28
b12,D,3.48,2099.76
b12,B,3.24,2103
b12,F2,1.59,2104.59
b12,B,10.56,2115.15
b12,D,3.24,2118.39
b12,B,5.82,2124.21
b12,F2,2.43,2126.64
b12,B,3.39,2130.03
b12,F2,4.38,2134.41
b12,B,2.1,2136.51
b12,C,1.29,2137.8
b12,D,1.47,2139.27
b12,B,2.25,2141.52
b12,D,4.77,2146.29
b12,F2,2.34,2148.63
b12,B,2.64,2151.27
b12,C,2.73,2154
b12,D,57.48,2211.48
b12,B,3.63,2215.11
b12,D,155.34,2370.45
b12,F1,4.2,2374.65
b12,F2,4.74,2379.39
b12,F3,11.25,2390.64
b12,F4,3.12,2393.76
b12,B,4.32,2398.08
b12,D,17.58,2415.66
b12,P,2.16,2417.82
b12,Z,2459.13,4876.95
b12,P,27.24,4904.19
b12,B2,4.17,4908.36
b12,P,18.6,4926.96
b12,G,32.85,4959.81
b12,P,1.5,4961.31
b12,Z,54.87,5016.18
b12,P,24.57,5040.75
b12,G,32.82,5073.57
b12,Z,131.55,5205.12
b12,P,35.76,5240.88
b12,Z,375.51,5616.39
b12,P,21.21,5637.6
b12,B2,2.34,5639.94
b12,P,13.86,5653.8
b12,Z,63.63,5717.43
b12,P,21.6,5739.03
b12,B2,2.04,5741.07
b12,P,21.6,5762.67
b12,B2,3.96,5766.63
b12,P,31.65,5798.28
b12,C,5.25,5803.53
b12,D,12.21,5815.74
b12,B,1.98,5817.72
b12,F2,3.87,5821.59
b12,B,10.95,5832.54
b12,C,3.42,5835.96
b12,B,2.34,5838.3
b12,C,3.27,5841.57
b12,F2,2.46,5844.03
b12,B,34.65,5878.68
b12,C,2.97,5881.65
b12,D,55.29,5936.94
b12,F2,3.51,5940.45
b12,B,5.1,5945.55
b12,D,154.44,6099.99
b12,C,2.61,6102.6
b12,D,26.13,6128.73
b12,P,3.15,6131.88
b12,B,225.3,6357.18
b12,P,18.06,6375.24
b12,Z,20.25,6395.49
b12,P,20.73,6416.22
b12,B2,2.58,6418.8
b12,P,20.28,6439.08
b12,Z,11.91,6450.99
b12,P,18.24,6469.23
b12,Z,11.49,6480.72
b12,P,21.9,6502.62
b12,B2,4.41,6507.03
b12,P,19.56,6526.59
b12,Z,12.96,6539.55
b12,B2,46.26,6585.81
b12,P,5.1,6590.91
b12,C,4.77,6595.68
b12,D,13.47,6609.15
b12,C,1.38,6610.53
b12,B,1.5,6612.03
b12,F2,4.02,6616.05
b12,B,3.3,6619.35
b12,C,1.53,6620.88
b12,D,2.58,6623.46
b12,F2,1.11,6624.57
b12,B,5.07,6629.64
b12,C,1.47,6631.11
b12,D,63.6,6694.71
b12,F1,6.9,6701.61
b12,F2,3.54,6705.15
b12,F3,9.12,6714.27
b12,F4,3.36,6717.63
b12,B,7.32,6724.95
b12,P,53.94,6778.89
b12,Z,36.69,6815.58
b12,P,23.01,6838.59
b12,C,2.01,6840.6
b12,B,2.91,6843.51
b12,C,2.1,6845.61
b12,D,8.1,6853.71
b12,C,0.78,6854.49
b12,B,1.83,6856.32
b12,C,1.65,6857.97
b12,D,1.41,6859.38
b12,F2,2.16,6861.54
b12,B,5.82,6867.36
b12,D,1.38,6868.74
b12,F2,1.56,6870.3
b12,B,6,6876.3
b12,C,2.31,6878.61
b12,D,1.02,6879.63
b12,B,0.75,6880.38
b12,D,61.26,6941.64
b12,F2,4.56,6946.2
b12,B,3.57,6949.77
b12,C,1.2,6950.97
b12,P,24.69,6975.66
b12,B,9.96,6985.62
b12,F2,2.46,6988.08
b12,B,2.1,6990.18
b12,D,0.99,6991.17
b12,B,3.96,6995.13
b12,C,1.32,6996.45
b12,D,6.03,7002.48
b12,F2,2.64,7005.12
b12,B,2.55,7007.67
b12,C,2.4,7010.07
b12,B,3.66,7013.73
b12,C,0.96,7014.69
b12,D,3.51,7018.2
b12,B,1.95,7020.15
b12,F2,2.19,7022.34
b12,B,16.89,7039.23
b12,D,154.53,7193.76
b12,F1,6.33,7200.09
b12,F2,3.96,7204.05
b12,F3,11.28,7215.33
b12,F4,5.01,7220.34
b12,P,2,7222.34
b12,Z,2.13,7224.47
b12,P,52.44,7276.91
b12,Z,34.08,7310.99
b12,P,38.55,7349.54
b12,Z,175.56,7525.1
b12,P,61.53,7586.63
b12,Z,81.6,7668.23
b12,P,43.68,7711.91
b12,B2,2.88,7714.79
b12,P,84.36,7799.15
b12,Z,22.53,7821.68
b12,P,24.69,7846.37
b12,B2,2.16,7848.53
b12,P,37.89,7886.42
b12,Z,27.72,7914.14
b12,P,102.24,8016.38
b12,Z,40.26,8056.64
b12,P,39.6,8096.24
b12,Z,198.24,8294.48
b12,P,17.67,8312.15
b12,B2,2.82,8314.97
b12,P,5.34,8320.31
b12,C,5.46,8325.77
b12,D,9.48,8335.25
b12,B,2.31,8337.56
b12,F2,5.85,8343.41
b12,B,11.82,8355.23
b12,D,1.53,8356.76
b12,B,1.02,8357.78
b12,C,0.75,8358.53
b12,F2,0.96,8359.49
b12,B,0.99,8360.48
b12,D,2.46,8362.94
b12,B,7.26,8370.2
b12,D,6.42,8376.62
b12,B,1.56,8378.18
b12,D,10.47,8388.65
b12,F2,2.19,8390.84
b12,B,3.93,8394.77
b12,P,7.47,8402.24
b12,Z,20.37,8422.61
b12,P,24.54,8447.15
b12,C,0.84,8447.99
b12,D,53.46,8501.45
b12,F1,0.66,8502.11
b12,F2,3.69,8505.8
b12,B,3.75,8509.55
b12,C,1.65,8511.2
b12,D,42.72,8553.92
b12,F1,8.07,8561.99
b12,F2,4.86,8566.85
b12,F3,14.7,8581.55
b12,D,11.67,8593.22
b12,B,2.01,8595.23
b12,D,2.55,8597.78
b12,B,0.9,8598.68
b12,D,3.96,8602.64
b12,F2,4.32,8606.96
