insectno,waveform,dur,tbf
d11,C,0.99,21788.38
d11,DG,19.32,21807.7
d11,B,8.85,21816.55
d11,G,26.91,21843.46
d11,B,9.12,21852.58
d11,CG,22.56,21875.14
d11,G,160.05,22035.19
d11,B,6.81,22042
d11,C,3.18,22045.18
d11,G,622.56,22667.74
d11,DG,16.53,22684.27
d11,CG,12.54,22696.81
d11,DG,17.82,22714.63
d11,B,8.31,22722.94
d11,C,0.96,22723.9
d11,G,2080.71,24804.61
d11,CG,12.15,24816.76
d11,D,5.7,24822.46
d11,B,5.97,24828.43
d11,DG,23.52,24851.95
d11,B,6.6,24858.55
d11,G,66.48,24925.03
d11,CG,5.91,24930.94
d11,DG,2.82,24933.76
d11,G,8.55,24942.31
d11,B,10.2,24952.51
d11,C,3.75,24956.26
d11,G,1207.83,26164.09
d11,CG,14.49,26178.58
d11,B,9.12,26187.7
d11,CG,6.6,26194.3
d11,D,5.28,26199.58
d11,DG,19.44,26219.02
d11,B,5.58,26224.6
d11,G,3007.53,29232.13
d11,CG,18.36,29250.49
d11,B,4.23,29254.72
d11,G,2.28,29257
d11,CG,36.69,29293.69
d11,B,2.79,29296.48
d11,G,32.16,29328.64
d11,B,6.96,29335.6
d11,G,3364.65,32700.25
d11,Z,3299.79,36000.04
d12,Z,339.72,339.72
d12,P,20.34,360.06
d12,B2,3.03,363.09
d12,P,27.27,390.36
d12,B2,3.39,393.75
d12,P,2.31,396.06
d12,C,1.14,397.2
d12,D,15,412.2
d12,B,3.09,415.29
d12,C,5.4,420.69
d12,D,26.01,446.7
d12,C,1.8,448.5
d12,B,8.16,456.66
d12,C,1.14,457.8
d12,B,1.38,459.18
d12,D,18.87,478.05
d12,B,2.52,480.57
d12,D,39.78,520.35
d12,F2,3.93,524.28
d12,B,3.66,527.94
d12,D,2.19,530.13
d12,B,1.86,531.99
d12,C,2.1,534.09
d12,D,49.98,584.07
d12,F2,1.59,585.66
d12,B,10.95,596.61
d12,D,2.34,598.95
d12,C,2.58,601.53
d12,B,16.05,617.58
d12,C,3.27,620.85
d12,D,24.06,644.91
d12,C,2.49,647.4
d12,D,37.02,684.42
d12,F2,0.99,685.41
d12,B,9.39,694.8
d12,C,0.6,695.4
d12,D,30.57,725.97
d12,B,1.8,727.77
d12,C,0.72,728.49
d12,D,63.27,791.76
d12,F2,1.83,793.59
d12,B,3.33,796.92
d12,C,0.6,797.52
d12,D,2.76,800.28
d12,B,0.96,801.24
d12,C,0.6,801.84
d12,D,116.91,918.75
d12,F2,2.01,920.76
d12,B,0.84,921.6
d12,C,1.5,923.1
d12,D,5.07,928.17
d12,C,0.72,928.89
d12,B,0.87,929.76
d12,D,5.73,935.49
d12,B,1.95,937.44
d12,D,58.65,996.09
d12,F1,4.26,1000.35
d12,F2,2.52,1002.87
d12,F3,7.05,1009.92
d12,F4,4.56,1014.48
d12,B,2.79,1017.27
d12,D,3.45,1020.72
d12,B,1.89,1022.61
d12,D,10.05,1032.66
d12,B,2.01,1034.67
d12,D,102.21,1136.88
d12,P,1.26,1138.14
d12,Z,247.77,1385.91
d12,P,35.73,1421.64
d12,C,0.57,1422.21
d12,D,18.81,1441.02
d12,B,1.71,1442.73
d12,F2,1.26,1443.99
d12,B,14.13,1458.12
d12,C,0.45,1458.57
d12,B,2.22,1460.79
d12,C,1.29,1462.08
d12,B,14.67,1476.75
d12,D,69.6,1546.35
d12,C,3.36,1549.71
d12,D,12.24,1561.95
d12,F2,1.86,1563.81
d12,B,1.5,1565.31
d12,D,68.61,1633.92
d12,F2,2.97,1636.89
d12,B,1.74,1638.63
d12,C,0.96,1639.59
d12,B,16.05,1655.64
d12,C,0.66,1656.3
d12,D,3.93,1660.23
d12,B,1.02,1661.25
d12,D,2.16,1663.41
d12,B,4.89,1668.3
d12,F2,0.84,1669.14
d12,P,16.92,1686.06
d12,Z,18.63,1704.69
d12,P,14.58,1719.27
d12,C,2.67,1721.94
d12,D,0.48,1722.42
d12,B,0.72,1723.14
d12,C,4.38,1727.52
d12,D,22.08,1749.6
d12,F2,1.98,1751.58
d12,B,3.36,1754.94
d12,C,1.8,1756.74
d12,D,16.29,1773.03
d12,B,1.11,1774.14
d12,F2,2.28,1776.42
d12,B,8.76,1785.18
d12,C,0.66,1785.84
d12,D,5.34,1791.18
d12,B,0.66,1791.84
d12,F2,1.29,1793.13
d12,B,11.58,1804.71
d12,C,1.14,1805.85
d12,B,1.65,1807.5
d12,C,0.93,1808.43
d12,D,92.88,1901.31
d12,C,1.2,1902.51
d12,D,19.11,1921.62
d12,C,2.55,1924.17
d12,D,5.37,1929.54
d12,F2,2.28,1931.82
d12,B,11.88,1943.7
d12,D,2.91,1946.61
d12,F2,0.96,1947.57
d12,B,5.67,1953.24
d12,D,4.83,1958.07
d12,B,1.83,1959.9
d12,D,19.23,1979.13
d12,C,1.32,1980.45
d12,D,1.8,1982.25
d12,C,1.35,1983.6
d12,D,132.18,2115.78
d12,F1,4.77,2120.55
d12,F2,1.95,2122.5
d12,F3,11.61,2134.11
d12,F4,2.68,2136.79
d12,B,2.63,2139.42
d12,C,0.6,2140.02
d12,D,10.89,2150.91
d12,C,1.35,2152.26
d12,D,107.31,2259.57
d12,C,1.53,2261.1
d12,D,66.45,2327.55
d12,C,1.08,2328.63
d12,D,182.04,2510.67
d12,C,0.42,2511.09
d12,D,22.65,2533.74
d12,C,2.67,2536.41
d12,D,182.64,2719.05
d12,C,0.96,2720.01
d12,D,246.15,2966.16
d12,C,2.1,2968.26
d12,D,133.53,3101.79
d12,C,0.87,3102.66
d12,D,235.71,3338.37
d12,B,2.79,3341.16
d12,C,0.51,3341.67
d12,D,370.56,3712.23
d12,C,1.98,3714.21
d12,D,202.62,3916.83
d12,C,1.95,3918.78
d12,D,68.76,3987.54
d12,C,1.14,3988.68
d12,D,546.69,4535.37
d12,B,4.65,4540.02
d12,C,0.57,4540.59
d12,D,11.52,4552.11
d12,P,0.63,4552.74
d12,Z,248.28,4801.02
d12,P,34.47,4835.49
d12,B2,2.64,4838.13
d12,P,24.96,4863.09
d12,B2,2.04,4865.13
d12,P,30.81,4895.94
d12,C,0.69,4896.63
d12,D,2.85,4899.48
d12,B,1.86,4901.34
d12,F2,0.9,4902.24
d12,B,0.84,4903.08
d12,C,1.86,4904.94
d12,D,2.67,4907.61
d12,C,1.26,4908.87
d12,F2,1.53,4910.4
d12,B,3.99,4914.39
d12,C,2.34,4916.73
d12,D,8.79,4925.52
d12,B,0.33,4925.85
d12,F2,1.29,4927.14
d12,B,1.29,4928.43
d12,C,2.61,4931.04
d12,D,33.81,4964.85
d12,F2,2.1,4966.95
d12,B,2.13,4969.08
d12,C,0.9,4969.98
d12,D,1.08,4971.06
d12,C,0.93,4971.99
d12,D,12.15,4984.14
d12,F2,3.54,4987.68
d12,B,3.69,4991.37
d12,C,1.65,4993.02
d12,B,0.45,4993.47
d12,C,0.45,4993.92
d12,D,1.23,4995.15
d12,F2,1.71,4996.86
d12,B,1.41,4998.27
d12,C,1.5,4999.77
d12,D,113.13,5112.9
d12,F2,3.6,5116.5
d12,B,3.69,5120.19
d12,C,2.58,5122.77
d12,D,1.23,5124
d12,F2,1.65,5125.65
d12,C,3,5128.65
d12,D,113.1,5241.75
d12,F2,2.79,5244.54
d12,B,4.44,5248.98
d12,C,1.44,5250.42
d12,D,6.45,5256.87
d12,C,0.96,5257.83
d12,D,2.88,5260.71
d12,C,1.86,5262.57
d12,D,64.62,5327.19
d12,F1,4.44,5331.63
d12,F2,1.47,5333.1
d12,F3,8.16,5341.26
d12,F4,3.54,5344.8
d12,B,2.55,5347.35
d12,D,2.55,5349.9
d12,C,1.26,5351.16
d12,D,1.5,5352.66
d12,C,1.29,5353.95
d12,D,16.5,5370.45
d12,C,2.73,5373.18
d12,D,3.63,5376.81
d12,C,1.32,5378.13
d12,D,121.2,5499.33
d12,F2,1.62,5500.95
d12,B,1.44,5502.39
d12,C,1.65,5504.04
d12,D,5.31,5509.35
d12,C,0.9,5510.25
d12,D,1.14,5511.39
d12,C,1.38,5512.77
d12,D,17.4,5530.17
d12,F2,2.01,5532.18
d12,B,2.79,5534.97
d12,F2,1.17,5536.14
d12,B,2.58,5538.72
d12,C,0.33,5539.05
d12,D,0.96,5540.01
d12,C,0.33,5540.34
d12,F2,1.29,5541.63
d12,B,7.98,5549.61
d12,C,1.86,5551.47
d12,D,255.27,5806.74
d12,F2,1.62,5808.36
d12,B,1.77,5810.13
d12,C,0.48,5810.61
d12,D,24.81,5835.42
d12,C,2.25,5837.67
d12,D,332.61,6170.28
d12,C,2.34,6172.62
d12,D,167.1,6339.72
d12,F2,0.93,6340.65
d12,B,4.62,6345.27
d12,C,0.45,6345.72
d12,D,21,6366.72
d12,C,2.04,6368.76
d12,D,67.02,6435.78
d12,C,1.71,6437.49
d12,D,540.57,6978.06
d12,C,1.83,6979.89
d12,D,331.14,7311.03
d12,C,2.67,7313.7
d12,D,311.58,7625.28
d12,F2,2.61,7627.89
d12,B,2.34,7630.23
d12,C,0.87,7631.1
d12,D,121.29,7752.39
d12,C,1.44,7753.83
d12,D,509.28,8263.11
d12,C,2.16,8265.27
d12,D,229.56,8494.83
d12,C,2.13,8496.96
d12,D,560.19,9057.15
d12,C,2.07,9059.22
d12,D,36.39,9095.61
d12,F2,1.74,9097.35
d12,B,1.53,9098.88
d12,D,40.89,9139.77
d12,C,1.62,9141.39
d12,D,522.63,9664.02
d12,C,1.83,9665.85
d12,D,178.38,9844.23
d12,C,1.47,9845.7
d12,D,980.85,10826.55
d12,F2,1.32,10827.87
d12,B,1.41,10829.28
d12,D,174.33,11003.61
d12,C,1.71,11005.32
d12,D,1102.71,12108.03
d12,C,1.77,12109.8
d12,D,298.98,12408.78
d12,C,1.68,12410.46
d12,D,448.02,12858.48
d12,F2,1.98,12860.46
d12,B,1.11,12861.57
d12,C,0.51,12862.08
d12,D,1456.56,14318.64
d12,B,3.33,14321.97
d12,D,807.36,15129.33
d12,C,1.83,15131.16
d12,D,556.02,15687.18
d12,C,1.35,15688.53
d12,D,674.37,16362.9
d12,C,1.38,16364.28
d12,D,190.47,16554.75
d12,C,1.62,16556.37
d12,D,415.74,16972.11
d12,B,3.06,16975.17
d12,D,7.14,16982.31
d12,C,1.8,16984.11
d12,D,310.71,17294.82
d12,C,1.41,17296.23
d12,D,869.28,18165.51
d12,C,2.16,18167.67
d12,D,358.95,18526.62
d12,C,1.62,18528.24
d12,D,110.37,18638.61
d12,C,1.86,18640.47
d12,D,640.11,19280.58
d12,B,3.03,19283.61
d12,D,315.54,19599.15
d12,C,1.11,19600.26
d12,D,395.82,19996.08
d12,C,1.47,19997.55
d12,D,615.81,20613.36
d12,C,1.32,20614.68
d12,D,189.45,20804.13
d12,C,2.46,20806.59
d12,D,178.35,20984.94
d12,C,1.65,20986.59
d12,D,604.35,21590.94
d12,B,2.58,21593.52
d12,C,0.42,21593.94
d12,D,448.32,22042.26
d12,C,1.44,22043.7
d12,D,311.64,22355.34
d12,C,376.86,22732.2
d12,D,150.42,22882.62
d12,C,2.25,22884.87
d12,D,729.21,23614.08
d12,B,2.79,23616.87
d12,D,428.79,24045.66
d12,C,2.28,24047.94
d12,D,272.97,24320.91
d12,C,2.52,24323.43
d12,D,96.99,24420.42
d12,C,2.22,24422.64
d12,D,696.93,25119.57
d12,C,1.5,25121.07
d12,D,522.09,25643.16
d12,B,3.09,25646.25
d12,C,0.39,25646.64
d12,D,401.82,26048.46
d12,C,1.8,26050.26
d12,D,86.25,26136.51
d12,B,3.36,26139.87
d12,D,44.31,26184.18
d12,P,1.32,26185.5
d12,Z,2369.4,28554.9
d12,P,61.56,28616.46
d12,B2,2.49,28618.95
d12,P,47.79,28666.74
d12,Z,9.3,28676.04
d12,P,14.43,28690.47
d12,C,1.71,28692.18
d12,D,6.87,28699.05
d12,C,1.05,28700.1
d12,B,1.02,28701.12
d12,F2,2.28,28703.4
d12,B,6.9,28710.3
d12,C,0.69,28710.99
d12,D,9.21,28720.2
d12,F2,1.62,28721.82
d12,B,17.13,28738.95
d12,D,51.96,28790.91
d12,F2,1.89,28792.8
d12,B,1.8,28794.6
d12,C,1.59,28796.19
d12,DG,120.81,28917
d12,F2,0.81,28917.81
d12,B,4.74,28922.55
d12,DG,110.04,29032.59
d12,P,1.68,29034.27
d12,Z,4242.75,33277.02
d12,P,41.61,33318.63
d12,Z,141.06,33459.69
d12,P,36.03,33495.72
d12,F2,4.56,33500.28
d12,P,32.76,33533.04
d12,Z,68.4,33601.44
d12,P,24.24,33625.68
d12,B2,4.11,33629.79
d12,P,38.76,33668.55
d12,Z,72.21,33740.76
d12,P,30.09,33770.85
d12,B2,2.91,33773.76
d12,P,54.45,33828.21
d12,Z,62.67,33890.88
d12,P,31.68,33922.56
d12,G,1052.43,34974.99
d12,Z,1153.92,36128.91
d13,Z,133.05,133.05
d13,P,87.57,220.62
d13,Z,51.33,271.95
d13,P,25.17,297.12
d13,C,3.39,300.51
d13,DG,41.1,341.61
d13,F2,1.95,343.56
d13,B,9.15,352.71
d13,C,4.23,356.94
d13,D,9.39,366.33
d13,B,1.59,367.92
d13,C,2.64,370.56
d13,DG,165.69,536.25
d13,B,1.71,537.96
d13,F2,1.71,539.67
d13,B,15.24,554.91
d13,DG,103.38,658.29
d13,G,181.71,840
d13,C,7.38,847.38
d13,DG,90.18,937.56
d13,G,240.18,1177.74
d13,Z,24.87,1202.61
d13,P,6.33,1208.94
d13,Z,7262.4,8471.34
d13,P,76.35,8547.69
d13,C,6.09,8553.78
d13,D,46.74,8600.52
d13,F1,1.86,8602.38
d13,F2,3.54,8605.92
d13,B,4.35,8610.27
d13,C,2.34,8612.61
d13,D,5.64,8618.25
d13,B,10.2,8628.45
d13,C,6.99,8635.44
d13,D,90.15,8725.59
d13,C,1.17,8726.76
d13,F2,3.78,8730.54
d13,B,8.55,8739.09
d13,C,3.63,8742.72
d13,D,14.46,8757.18
d13,DG,85.5,8842.68
d13,B,4.86,8847.54
d13,D,307.35,9154.89
d13,B,1.86,9156.75
d13,F2,5.91,9162.66
d13,F3,1.02,9163.68
d13,B2,4.05,9167.73
d13,B,4.5,9172.23
d13,D,295.83,9468.06
d13,C,3.9,9471.96
d13,D,68.46,9540.42
d13,C,2.82,9543.24
d13,D,88.59,9631.83
d13,P,1.65,9633.48
d13,Z,127.11,9760.59
d13,P,24.69,9785.28
d13,B2,1.65,9786.93
d13,P,30.24,9817.17
d13,C,5.91,9823.08
d13,D,47.61,9870.69
d13,F1,0.9,9871.59
d13,F2,2.91,9874.5
d13,B,3.24,9877.74
d13,C,2.01,9879.75
d13,D,46.71,9926.46
d13,F2,2.52,9928.98
d13,B,6.9,9935.88
d13,C,2.49,9938.37
d13,D,67.2,10005.57
d13,F1,4.2,10009.77
d13,F2,3.42,10013.19
d13,F3,2.58,10015.77
d13,F4,4.62,10020.39
d13,P,6.84,10027.23
d13,C,2.52,10029.75
d13,D,155.85,10185.6
d13,C,2.01,10187.61
d13,D,72,10259.61
d13,C,1.17,10260.78
d13,D,6.93,10267.71
d13,F2,3.06,10270.77
d13,B,6.99,10277.76
d13,C,0.72,10278.48
d13,B,0.6,10279.08
d13,C,0.66,10279.74
d13,B,3.21,10282.95
d13,C,2.16,10285.11
d13,D,1905.42,12190.53
d13,P,2.19,12192.72
d13,Z,98.85,12291.57
d13,P,5.55,12297.12
d13,C,5.94,12303.06
d13,D,36.27,12339.33
d13,P,2.64,12341.97
d13,Z,1336.17,13678.14
d13,P,9.57,13687.71
d13,C,6.87,13694.58
d13,D,5.1,13699.68
d13,C,1.86,13701.54
d13,B,1.89,13703.43
d13,C,3.99,13707.42
d13,D,130.32,13837.74
d13,C,3.03,13840.77
d13,D,193.11,14033.88
d13,C,2.13,14036.01
d13,D,93.96,14129.97
d13,C,1.83,14131.8
d13,D,373.5,14505.3
d13,C,2.13,14507.43
d13,D,186.81,14694.24
d13,C,1.44,14695.68
d13,D,49.74,14745.42
d13,C,1.44,14746.86
d13,B,37.95,14784.81
d13,D,1.71,14786.52
d13,P,1.86,14788.38
d13,Z,13753.08,28541.46
d13,P,31.8,28573.26
d13,B2,1.92,28575.18
d13,P,46.89,28622.07
d13,B2,5.19,28627.26
d13,P,30,28657.26
d13,Z,1508.43,30165.69
d13,P,22.08,30187.77
d13,B2,5.55,30193.32
d13,P,18.54,30211.86
d13,B2,4.26,30216.12
d13,P,72.45,30288.57
d13,B2,6.24,30294.81
d13,P,25.32,30320.13
d13,B2,3,30323.13
d13,P,10.95,30334.08
d13,Z,582.78,30916.86
d13,P,24.21,30941.07
d13,B2,3.75,30944.82
d13,P,25.26,30970.08
d13,Z,1226.79,32196.87
d13,P,45,32241.87
d13,C,10.11,32251.98
d13,B,1.47,32253.45
d13,D,3.39,32256.84
d13,B,0.36,32257.2
d13,F2,1.92,32259.12
d13,B,1.41,32260.53
d13,C,5.46,32265.99
d13,D,64.71,32330.7
d13,F2,2.91,32333.61
d13,B,5.19,32338.8
d13,C,1.23,32340.03
d13,D,79.02,32419.05
d13,F1,4.77,32423.82
d13,F2,5.16,32428.98
d13,F3,0.81,32429.79
d13,F4,3.45,32433.24
d13,B,6.27,32439.51
d13,C,0.9,32440.41
d13,D,0.81,32441.22
d13,B,1.2,32442.42
d13,C,1.38,32443.8
d13,B,2.19,32445.99
d13,C,1.56,32447.55
d13,D,24.57,32472.12
d13,B,1.02,32473.14
d13,C,0.6,32473.74
d13,D,16.08,32489.82
d13,F2,2.88,32492.7
d13,B,1.44,32494.14
d13,C,1.5,32495.64
d13,B,132.96,32628.6
d13,F2,3.24,32631.84
d13,B,0.9,32632.74
d13,C,2.79,32635.53
d13,D,156.56,32792.09
d13,B,0.78,32792.87
d13,F1,0.6,32793.47
d13,B,0.81,32794.28
d13,F1,0.75,32795.03
d13,B,0.45,32795.48
d13,F2,2.94,32798.42
d13,F3,2.67,32801.09
d13,F4,4.68,32805.77
d13,B,10.77,32816.54
d13,C,2.7,32819.24
d13,D,13.11,32832.35
d13,C,1.05,32833.4
d13,D,440.52,33273.92
d13,F2,2.55,33276.47
d13,B,1.41,33277.88
d13,C,0.66,33278.54
d13,D,711.06,33989.6
d13,F2,2.61,33992.21
d13,B,2.07,33994.28
d13,C,1.53,33995.81
d13,D,18.39,34014.2
d13,C,3.3,34017.5
d13,D,1394.64,35412.14
d13,F2,3.3,35415.44
d13,B,0.51,35415.95
d13,C,0.51,35416.46
d13,D,584.33,36000.79
d14,Z,191.13,191.13
d14,P,36.39,227.52
d14,B2,4.53,232.05
d14,P,14.76,246.81
d14,C,5.88,252.69
d14,D,1.86,254.55
d14,C,20.55,275.1
d14,D,4.59,279.69
d14,C,11.64,291.33
d14,D,45.93,337.26
d14,F2,1.5,338.76
d14,P,2621.7,2960.46
d14,B,4.02,2964.48
d14,P,22.08,2986.56
d14,B2,6.63,2993.19
d14,P,21.33,3014.52
d14,C,4.65,3019.17
d14,D,2.22,3021.39
d14,C,12.51,3033.9
d14,D,9.75,3043.65
d14,F2,2.64,3046.29
d14,B,3.36,3049.65
d14,C,2.46,3052.11
d14,D,29.07,3081.18
d14,F2,2.28,3083.46
d14,B,1.44,3084.9
d14,C,1.95,3086.85
d14,D,115.77,3202.62
d14,F2,2.88,3205.5
d14,B,5.52,3211.02
d14,C,3.48,3214.5
d14,D,1.23,3215.73
d14,B,4.02,3219.75
d14,D,68.1,3287.85
d14,DG,103.26,3391.11
d14,F2,3.36,3394.47
d14,G,276.36,3670.83
d14,C,5.16,3675.99
d14,DG,173.55,3849.54
d14,P,5.61,3855.15
d14,Z,3808.44,7663.59
d14,B,21.03,7684.62
d14,C,5.31,7689.93
d14,D,27.96,7717.89
d14,B,5.34,7723.23
d14,D,9.84,7733.07
d14,P,40.8,7773.87
d14,C,2.67,7776.54
d14,B,2.73,7779.27
d14,D,104.91,7884.18
d14,F1,3.06,7887.24
d14,F2,6.21,7893.45
d14,F3,8.37,7901.82
d14,F4,6,7907.82
d14,B,8.01,7915.83
d14,C,2.55,7918.38
d14,D,5.4,7923.78
d14,B,10.05,7933.83
d14,C,1.11,7934.94
d14,B,3.06,7938
d14,C,1.47,7939.47
d14,B,11.43,7950.9
d14,C,3.27,7954.17
d14,D,100.14,8054.31
d14,F2,3.45,8057.76
d14,B,3,8060.76
d14,C,0.81,8061.57
d14,D,2.4,8063.97
d14,F2,2.22,8066.19
d14,B,5.07,8071.26
d14,F2,1.14,8072.4
d14,B,13.08,8085.48
d14,C,0.96,8086.44
d14,B,9.93,8096.37
d14,D,252.78,8349.15
d14,P,1.56,8350.71
d14,Z,17.88,8368.59
d14,P,51.75,8420.34
d14,B2,5.31,8425.65
d14,B,23.34,8448.99
d14,C,4.71,8453.7
d14,D,1.68,8455.38
d14,B,1.89,8457.27
d14,C,1.08,8458.35
d14,D,6.06,8464.41
d14,C,1.26,8465.67
d14,D,33.87,8499.54
d14,F1,3.39,8502.93
d14,F2,4.47,8507.4
d14,P,21.21,8528.61
d14,D,4.8,8533.41
d14,B,2.7,8536.11
d14,C,2.55,8538.66
d14,D,5.1,8543.76
d14,F1,3.72,8547.48
d14,B,1.14,8548.62
d14,C,0.9,8549.52
d14,D,2.34,8551.86
d14,B,1.32,8553.18
d14,C,3.15,8556.33
d14,D,73.26,8629.59
d14,B,0.99,8630.58
d14,C,2.37,8632.95
d14,D,41.52,8674.47
d14,F1,0.6,8675.07
d14,F2,1.86,8676.93
d14,B,3.45,8680.38
d14,C,2.07,8682.45
d14,B,3.42,8685.87
d14,C,3.27,8689.14
d14,F2,2.64,8691.78
d14,B,3.93,8695.71
d14,C,2.37,8698.08
d14,F2,2.43,8700.51
d14,B,4.47,8704.98
d14,C,2.01,8706.99
d14,D,148.86,8855.85
d14,F1,0.48,8856.33
d14,F2,2.76,8859.09
d14,B,2.13,8861.22
d14,C,1.17,8862.39
d14,B,1.11,8863.5
d14,C,1.29,8864.79
d14,D,4.26,8869.05
d14,B,1.2,8870.25
d14,C,2.25,8872.5
d14,D,111.84,8984.34
d14,F1,0.72,8985.06
d14,B,0.39,8985.45
d14,F2,0.51,8985.96
d14,F3,3.09,8989.05
d14,F4,5.64,8994.69
d14,B,1.62,8996.31
d14,B,7.74,9004.05
d14,C,1.2,9005.25
d14,D,69.96,9075.21
d14,F2,1.83,9077.04
d14,B,1.17,9078.21
d14,C,0.78,9078.99
d14,D,114.99,9193.98
d14,F2,3.63,9197.61
d14,B,1.41,9199.02
d14,D,23.19,9222.21
d14,C,1.56,9223.77
d14,B,4.62,9228.39
d14,C,2.1,9230.49
d14,DG,11.04,9241.53
d14,B,4.74,9246.27
d14,C,2.94,9249.21
d14,P,11.52,9260.73
d14,Z,26739.27,36000
d15,Z,201.96,201.96
d15,P,59.16,261.12
d15,D,29.76,290.88
d15,F2,2.73,293.61
d15,B,4.47,298.08
d15,C,2.13,300.21
d15,D,29.31,329.52
d15,B,2.28,331.8
d15,C,2.61,334.41
d15,D,28.59,363
d15,F2,3.27,366.27
d15,B,15.48,381.75
d15,C,3.72,385.47
d15,D,318.99,704.46
d15,F2,2.55,707.01
d15,B,2.58,709.59
d15,C,0.78,710.37
d15,D,23.28,733.65
d15,C,1.29,734.94
d15,P,1.71,736.65
d15,Z,131.88,868.53
d15,P,33.48,902.01
d15,B2,3.96,905.97
d15,P,19.59,925.56
d15,B,2.19,927.75
d15,C,6.78,934.53
d15,D,1.83,936.36
d15,B,3,939.36
d15,P,3.3,942.66
d15,B2,3.69,946.35
d15,P,39.42,985.77
d15,Z,10.83,996.6
d15,P,15.18,1011.78
d15,B2,2.94,1014.72
d15,P,9.09,1023.81
d15,B,8.94,1032.75
d15,C,0.54,1033.29
d15,B,6.9,1040.19
d15,D,10.68,1050.87
d15,C,4.23,1055.1
d15,D,35.28,1090.38
d15,B,5.91,1096.29
d15,C,1.44,1097.73
d15,D,12.9,1110.63
d15,B,13.92,1124.55
d15,D,3.45,1128
d15,B,7.35,1135.35
d15,C,3.27,1138.62
d15,B,9.42,1148.04
d15,C,1.62,1149.66
d15,P,12.15,1161.81
d15,Z,32961.81,34123.62
d15,P,15.93,34139.55
d15,B2,4.74,34144.29
d15,P,1.59,34145.88
d15,B2,2.61,34148.49
d15,P,14.13,34162.62
d15,B2,4.5,34167.12
d15,P,25.8,34192.92
d15,B2,5.28,34198.2
d15,P,35.1,34233.3
d15,C,12.21,34245.51
d15,D,39.45,34284.96
d15,F2,3.6,34288.56
d15,B,3.48,34292.04
d15,C,3.45,34295.49
d15,D,12.03,34307.52
d15,B,14.85,34322.37
d15,C,5.37,34327.74
d15,D,42.99,34370.73
d15,F2,4.38,34375.11
d15,B,4.26,34379.37
d15,C,2.4,34381.77
d15,D,1.02,34382.79
d15,C,2.37,34385.16
d15,D,20.79,34405.95
d15,F2,3.33,34409.28
d15,B,2.64,34411.92
d15,C,0.6,34412.52
d15,B,1.26,34413.78
d15,C,2.13,34415.91
d15,D,30.99,34446.9
d15,F2,2.67,34449.57
d15,B,2.85,34452.42
d15,C,2.25,34454.67
d15,D,2.97,34457.64
d15,C,1.5,34459.14
d15,D,42.24,34501.38
d15,F2,3.6,34504.98
d15,B,2.25,34507.23
d15,C,0.75,34507.98
d15,D,41.19,34549.17
d15,B,0.87,34550.04
d15,F2,1.77,34551.81
d15,B,1.92,34553.73
d15,C,1.32,34555.05
d15,D,45.78,34600.83
d15,C,3.09,34603.92
d15,D,31.56,34635.48
d15,F1,1.05,34636.53
d15,F2,8.19,34644.72
d15,P,17.46,34662.18
d15,C,1.53,34663.71
d15,D,38.28,34701.99
d15,F2,1.59,34703.58
d15,C,5.1,34708.68
d15,D,50.1,34758.78
d15,F2,3.72,34762.5
d15,B,2.22,34764.72
d15,C,3.54,34768.26
d15,D,40.86,34809.12
d15,C,1.71,34810.83
d15,F2,2.34,34813.17
d15,B,2.49,34815.66
d15,C,0.75,34816.41
d15,D,26.04,34842.45
d15,C,2.58,34845.03
d15,D,23.67,34868.7
d15,B,5.31,34874.01
d15,C,1.41,34875.42
d15,D,25.8,34901.22
d15,C,8.19,34909.41
d15,D,5.79,34915.2
d15,C,3.69,34918.89
d15,DG,27.21,34946.1
d15,C,3.03,34949.13
d15,D,6.75,34955.88
d15,DG,378.84,35334.72
d15,G,665.31,36000.03
d16,Z,263.97,263.97
d16,P,23.49,287.46
d16,B2,4.32,291.78
d16,P,14.31,306.09
d16,Z,28.2,334.29
d16,P,19.32,353.61
d16,B2,3.99,357.6
d16,P,6.18,363.78
d16,C,4.92,368.7
d16,D,3.66,372.36
d16,B,1.26,373.62
d16,F2,2.97,376.59
d16,B,3.72,380.31
d16,C,3.3,383.61
d16,D,114.03,497.64
d16,F2,3.87,501.51
d16,B,4.65,506.16
d16,C,3.39,509.55
d16,D,6.84,516.39
d16,C,3.36,519.75
d16,B,2.07,521.82
d16,C,1.41,523.23
d16,B,1.23,524.46
d16,F2,1.98,526.44
d16,B,15.42,541.86
d16,C,2.7,544.56
d16,D,2.91,547.47
d16,B,3.78,551.25
d16,D,11.82,563.07
d16,B,4.05,567.12
d16,C,4.74,571.86
d16,D,141.72,713.58
d16,B,3.39,716.97
d16,F2,1.83,718.8
d16,B,4.35,723.15
d16,C,3.63,726.78
d16,DG,127.41,854.19
d16,Z,5609.85,6464.04
d16,P,21.78,6485.82
d16,B2,4.2,6490.02
d16,P,46.35,6536.37
d16,Z,12.6,6548.97
d16,P,44.1,6593.07
d16,C,31.65,6624.72
d16,D,16.38,6641.1
d16,F2,2.64,6643.74
d16,B,15.42,6659.16
d16,D,19.23,6678.39
d16,B,3.57,6681.96
d16,D,46.77,6728.73
d16,B,5.07,6733.8
d16,C,2.88,6736.68
d16,D,18.15,6754.83
d16,C,1.68,6756.51
d16,F2,2.4,6758.91
d16,B,8.94,6767.85
